This file was generated by QKinz.


Protons:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
3565.300000     665.909975     4.294701     10403.596938     138.698820     11069.506913
3570.100000     666.037909     4.296725     10407.726510     138.888836     11073.764419
3575.000000     666.168565     4.298794     10411.947791     139.083349     11078.116356
3580.900000     666.325964     4.301286     10417.038191     139.318283     11083.364155
3583.500000     666.395353     4.302385     10419.284072     139.422067     11085.679425
3607.000000     667.023267     4.312339     10439.657494     140.367188     11106.680761
3649.000000     668.148849     4.330218     10476.406341     142.088773     11144.555190
3657.900000     668.387919     4.334021     10484.249855     142.459050     11152.637774
3681.000000     669.009335     4.343917     10504.700864     143.429231     11173.710200
3719.000000     670.034438     4.360273     10538.639782     145.054504     11208.674220
3740.100000     670.605182     4.369397     10557.646706     145.973115     11228.251888
3775.000000     671.551636     4.384552     10589.343245     147.518623     11260.894881
3786.300000     671.858732     4.389476     10599.676028     148.026157     11271.534760
3867.200000     674.066673     4.424985     10674.678120     151.765932     11348.744793
3888.800000     674.658977     4.434541     10695.015431     152.797183     11369.674408
3892.000000     674.746826     4.435960     10698.039800     152.951178     11372.786626
3895.100000     674.831955     4.437334     10700.972489     153.100662     11375.804444
3902.100000     675.024271     4.440441     10707.604965     153.439306     11382.629236
3960.100000     676.622552     4.466314     10763.115819     156.305220     11439.738370
3978.400000     677.128623     4.474526     10780.840137     157.232348     11457.968760
4017.100000     678.201678     4.491970     10818.662414     159.230644     11496.864092
4039.200000     678.816192     4.501979     10840.471767     160.395386     11519.287959
4055.000000     679.256304     4.509156     10856.159445     161.238908     11535.415749
4110.500000     680.807421     4.534508     10911.909340     164.275866     11592.716762
4117.000000     680.989610     4.537492     10918.505420     164.639298     11599.495030
4125.300000     681.222413     4.541306     10926.948804     165.105800     11608.171217
4130.440000     681.366674     4.543670     10932.189293     165.396068     11613.555966
4133.200000     681.444165     4.544941     10935.006957     165.552368     11616.451122
4145.200000     681.781317     4.550471     10947.287910     166.235510     11629.069227
4147.800000     681.854416     4.551671     10949.955290     166.384294     11631.809707
4156.240000     682.091832     4.555568     10958.630077     166.869182     11640.721909
4182.000000     682.817618     4.567496     10985.259856     168.367435     11668.077474
4189.000000     683.015146     4.570746     10992.536475     168.779412     11675.551621
4222.100000     683.950934     4.586161     11027.181261     170.756238     11711.132194
4286.900000     685.791396     4.616574     11096.166601     174.769643     11781.957997
4289.200000     685.856928     4.617660     11098.644107     174.915725     11784.501035
4358.000000     687.823797     4.650307     11173.703491     179.407175     11861.527288
4361.900000     687.935675     4.652168     11178.014419     179.669056     11865.950095
4381.000000     688.484191     4.661301     11199.215934     180.963324     11887.700125
4403.000000     689.117222     4.671855     11223.821929     182.478703     11912.939151
4416.000000     689.491909     4.678109     11238.456474     183.386825     11927.948383
4420.400000     689.618831     4.680228     11243.425796     183.696359     11933.044627
4432.900000     689.979695     4.686258     11257.587949     184.581779     11947.567644
4457.100000     690.679550     4.697967     11285.196153     186.321917     11975.875703
4498.500000     691.880575     4.718102     11333.021109     189.381074     12024.901685
4498.800000     691.889296     4.718249     11333.370455     189.403632     12025.259751
4501.200000     691.959068     4.719420     11336.166682     189.584302     12028.125750
4507.100000     692.130660     4.722302     11343.051815     190.030013     12035.182475
4511.500000     692.258690     4.724453     11348.196776     190.363865     12040.455465
4517.000000     692.418803     4.727144     11354.640389     190.782942     12047.059191
4531.200000     692.832575     4.734102     11371.340831     191.874079     12064.173406
4533.000000     692.885065     4.734985     11373.464439     192.013345     12066.349504
4577.500000     694.185623     4.756900     11426.448808     195.526389     12120.634431
4593.200000     694.645798     4.764669     11445.368233     196.798938     12140.014031
4598.000000     694.786627     4.767049     11451.176499     197.191555     12145.963126
4637.000000     695.933276     4.786449     11498.792408     200.445120     12194.725684
4644.200000     696.145436     4.790044     11507.666817     201.058470     12203.812253
4647.200000     696.233879     4.791543     11511.372309     201.315229     12207.606188
4753.100000     699.372405     4.844936     11645.231677     210.857387     12344.604082
4789.200000     700.449666     4.863349     11692.284307     214.339673     12392.733973
4796.200000     700.658990     4.866932     11701.495826     215.029516     12402.154816
4805.700000     700.943301     4.871801     11714.043553     215.973544     12414.986854
4810.200000     701.078067     4.874110     11720.005984     216.423890     12421.084051
4839.200000     701.947971     4.889031     11758.724214     219.376291     12460.672185
4869.700000     702.865527     4.904802     11800.005737     222.578571     12502.871264
4919.900000     704.381694     4.930930     11869.250981     228.080325     12573.632676
4955.400000     705.458389     4.949539     11919.236446     232.156933     12624.694835
5016.200000     707.311152     4.981664     12006.910605     239.530256     12714.221757
5053.200000     708.444091     5.001373     12061.607139     244.280541     12770.051230
5073.200000     709.058213     5.012078     12091.615365     246.937778     12800.673578
5101.200000     709.920025     5.027123     12134.166569     250.769647     12844.086593
5140.200000     711.124390     5.048197     12194.521612     256.337636     12905.646002
5162.200000     711.805831     5.060146     12229.147596     259.604756     12940.953427
5226.200000     713.796694     5.095157     12332.386624     269.676596     13046.183318
5253.000000     714.634143     5.109930     12376.784378     274.167538     13091.418521
5274.200000     715.298191     5.121663     12412.418336     277.844792     13127.716527
5292.000000     715.856827     5.131547     12442.698659     281.022027     13158.555486
5304.000000     716.233997     5.138227     12463.303061     283.212191     13179.537059
5312.200000     716.491991     5.142799     12477.472720     284.731856     13193.964711
5319.500000     716.721846     5.146875     12490.149480     286.100846     13206.871326
5335.600000     717.229382     5.155883     12518.318564     289.175276     13235.547947
5359.300000     717.977993     5.169187     12560.325262     293.844882     13278.303255
5366.200000     718.196278     5.173070     12572.678949     295.237955     13290.875227
5401.000000     719.299502     5.192725     12635.865667     302.508734     13355.165169
5413.900000     719.709439     5.200040     12659.673026     305.313161     13379.382464
5543.300000     723.851182     5.274317     12911.219383     337.352202     13635.070565
5566.000000     724.583360     5.287517     12957.981769     343.844666     13682.565128
5572.200000     724.783632     5.291132     12970.904607     345.671625     13695.688238
5579.300000     725.013130     5.295275     12985.784684     347.793306     13710.797814
5592.300000     725.433769     5.302876     13013.258995     351.762394     13738.692765
5601.900000     725.744752     5.308499     13033.741820     354.766019     13759.486573
5735.300000     730.097817     5.387610     13337.515487     404.410995     14067.613304
5797.300000     732.141335     5.425005     13493.011590     434.306358     14225.152924
5804.300000     732.372875     5.429252     13511.243375     438.054335     14243.616250
5828.300000     733.167997     5.443854     13574.888206     451.584548     14308.056202
5833.000000     733.323939     5.446721     13587.565339     454.366478     14320.889278
5878.000000     734.820843     5.474287     13712.761661     483.564998     14447.582504
6093.300000     742.080364     5.609234     14448.751872     792.075164     15190.832237
6285.600000     748.704433     5.734197     15735.882526     823.969845     16484.586959
6375.300000     751.840758     5.793977     15819.063372     558.916563     16570.904130
6496.400000     756.122946     5.876237     15698.156635     164.845304     16454.279582
7075.600000     777.401689     6.296049     15119.130772     166.117292     15896.532461
7400.000000     789.931717     6.551983     14794.249900     166.872945     15584.181617
7472.700000     792.803637     6.611566     14721.381526     167.046849     15514.185163
7513.300000     794.417935     6.645210     14680.677561     167.144717     15475.095497
7529.900000     795.080142     6.659043     14664.032986     167.184888     15459.113128
7605.600000     798.116093     6.722697     14588.114357     167.369238     15386.230450
8564.940000     839.040119     7.619241     13623.660427     169.884013     14462.700546
8629.000000     841.946292     7.685678     13559.092213     170.064752     14401.038504
8639.180000     842.410259     7.696319     13548.829388     170.093634     14391.239646
8693.600000     844.900546     7.753597     13493.956943     170.248782     14338.857489
8700.800000     845.231292     7.761225     13486.695855     170.269404     14331.927147
8718.600000     846.050254     7.780134     13468.743592     170.320482     14314.793845
8719.100000     846.073285     7.780666     13468.239289     170.321919     14314.312574
8719.300000     846.082497     7.780879     13468.037568     170.322494     14314.120065
8727.700000     846.469643     7.789828     13459.565066     170.346648     14306.034709
8731.900000     846.663368     7.794309     13455.328668     170.358737     14301.992036
8734.500000     846.783345     7.797085     13452.706086     170.366225     14299.489431
8738.600000     846.972619     7.801465     13448.570399     170.378038     14295.543017
8743.300000     847.189711     7.806492     13443.829373     170.391589     14291.019084
8743.700000     847.208193     7.806919     13443.425876     170.392743     14290.634068
8746.500000     847.337592     7.809917     13440.601370     170.400821     14287.938961
8747.500000     847.383817     7.810987     13439.592607     170.403706     14286.976424
8750.500000     847.522526     7.814201     13436.566285     170.412366     14284.088811
9807.900000     899.921442     9.090529     12366.480362     173.732885     13266.401804
9830.900000     901.145076     9.121847     12343.122575     173.811625     13244.267651
9842.900000     901.785025     9.138253     12330.934403     173.852827     13232.719428
9855.900000     902.479491     9.156080     12317.729386     173.897557     13220.208877
9864.000000     902.912824     9.167214     12309.501029     173.925476     13212.413854
Ex(e+de) = a0 + a1(e+de) + a2(e+de)^2
chi-squared: 0.000568, a0 = 23.541028MeV, a1 = -1.030185, a2 = -0.000364(MeV)^-1



Deutrons:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
0.000000     1501.673367     16.457547     12225.136138     200.132897     13726.809505
40.840000     1505.121718     16.558699     12183.290839     200.357329     13688.412557
243.420000     1522.509033     17.075201     11975.444093     201.493951     13497.953126
287.810000     1526.383113     17.191763     11929.836363     201.748344     13456.219476
390.130000     1535.403052     17.465260     11824.619918     202.342271     13360.022970
426.190000     1538.612253     17.563281     11787.508950     202.554136     13326.121203
548.310000     1549.600326     17.901753     11661.710475     203.281755     13211.310802
637.460000     1557.740929     18.155377     11569.756513     203.823038     13127.497443
644.820000     1558.417564     18.176568     11562.160474     203.868114     13120.578038
674.960000     1561.195795     18.263756     11531.046554     204.053333     13092.242349
698.310000     1563.356287     18.331756     11506.933918     204.197522     13070.290205
727.720000     1566.087677     18.417973     11476.553197     204.380005     13042.640874
755.800000     1568.706210     18.500888     11447.535737     204.555151     13016.241947
915.330000     1583.783917     18.983323     11282.479056     205.567543     12866.262973
982.710000     1590.257044     19.193070     11212.660089     206.004228     12802.917133
1023.020000     1594.159981     19.320304     11170.860600     206.268123     12765.020582
1051.600000     1596.941122     19.411322     11141.210611     206.456444     12738.151732
1077.200000     1599.442169     19.493425     11114.642294     206.625996     12714.084463
1141.660000     1605.781533     19.702604     11047.702285     207.056593     12653.483817
1144.100000     1606.022680     19.710591     11045.167224     207.072997     12651.189905
1221.510000     1613.718566     19.966678     10964.695971     207.597412     12578.414537
1248.670000     1616.439768     20.057775     10936.440846     207.783268     12552.880614
1285.120000     1620.109117     20.181067     10898.503741     208.034237     12518.612858
1346.300000     1626.313188     20.390717     10834.782401     208.459503     12461.095589
1354.300000     1627.128668     20.418385     10826.445857     208.515488     12453.574525
1367.000000     1628.425263     20.462431     10813.209568     208.604545     12441.634830
1370.520000     1628.785074     20.474665     10809.540486     208.629268     12438.325560
1373.900000     1629.130754     20.486424     10806.017154     208.653024     12435.147907
1403.300000     1632.145014     20.589157     10775.362939     208.860324     12407.507953
1410.200000     1632.854386     20.613385     10768.166633     208.909150     12401.021019
1416.100000     1633.461540     20.634138     10762.012680     208.950953     12395.474219
1427.500000     1634.636223     20.674331     10750.120447     209.031863     12384.756670
1429.580000     1634.850770     20.681678     10747.950416     209.046645     12382.801186
1433.000000     1635.203683     20.693767     10744.382237     209.070963     12379.585920
1485.670000     1640.661988     20.881361     10689.406878     209.447573     12330.068866
1504.900000     1642.665781     20.950522     10669.324200     209.586061     12311.989981
1507.300000     1642.916278     20.959180     10666.817366     209.603383     12309.733645
1511.200000     1643.323532     20.973260     10662.743565     209.631547     12306.067097
1525.910000     1644.861799     21.026501     10647.375825     209.737977     12292.237624
1568.060000     1649.288815     21.180250     10603.321798     210.044685     12252.610613
1581.600000     1650.717020     21.230016     10589.164038     210.143762     12239.881059
1677.640000     1660.933581     21.588388     10488.655643     210.854367     12149.589225
1679.100000     1661.090071     21.593910     10487.126532     210.865277     12148.216603
1682.100000     1661.411736     21.605263     10483.984411     210.887705     12145.396147
1710.510000     1664.465372     21.713245     10454.221019     211.100781     12118.686391
1736.300000     1667.249149     21.812011     10427.190628     211.295284     12094.439778
1745.000000     1668.190765     21.845489     10418.069645     211.361130     12086.260411
1759.500000     1669.762981     21.901467     10402.865137     211.471136     12072.628118
1820.300000     1676.394589     22.138681     10339.071699     211.936006     12015.466288
1827.600000     1677.195099     22.167436     10331.407984     211.992216     12008.603083
1843.000000     1678.886880     22.228291     10315.237644     212.111076     11994.124524
1916.720000     1687.042933     22.523305     10237.772191     212.685386     11924.815125
1981.390000     1694.277097     22.787247     10169.736662     213.196573     11864.013759
2067.500000     1704.027042     23.146379     10079.027097     213.888220     11783.054140
2145.900000     1713.023088     23.481229     9996.319390     214.529144     11709.342479
2147.990000     1713.264483     23.490261     9994.112966     214.546378     11707.377449
2154.700000     1714.040044     23.519294     9987.028620     214.601764     11701.068664
2160.640000     1714.727318     23.545043     9980.756515     214.650861     11695.483832
2239.500000     1723.915401     23.891175     9897.423150     215.308738     11621.338550
2295.330000     1730.492872     24.141137     9838.352899     215.781415     11568.845772
2444.100000     1748.321668     24.827885     9680.643991     217.069953     11428.965660
2518.700000     1757.431416     25.184020     9601.390363     217.732499     11358.821779
2622.700000     1770.326274     25.694245     9490.705733     218.675200     11261.032007
2638.600000     1772.318080     25.773700     9473.763152     218.821327     11246.081232
2740.000000     1785.150428     26.289748     9365.582870     219.766067     11150.733298
2829.000000     1796.602326     26.756395     9270.440709     220.614054     11067.043035
2892.230000     1804.848249     27.096003     9202.735732     221.227522     11007.583980
3029.490000     1823.071968     27.857339     9055.433826     222.591937     10878.505794
3191.510000     1845.174103     28.800895     8880.961372     224.262913     10726.135476
3434.800000     1879.633778     30.317000     8617.683173     226.904316     10497.316951
3580.000000     1900.970290     31.283765     8459.771540     228.562398     10360.741829
3627.500000     1908.081161     31.610802     8407.980040     229.118902     10316.061201
3979.230000     1962.870166     34.213509     8022.301532     233.473923     9985.171698
4164.920000     1993.416296     35.729832     7817.038683     235.955008     9810.454979
4447.230000     2042.219333     38.252800     7502.563675     240.001004     9544.783008
4628.940000     2075.264264     40.033307     7298.485577     242.799807     9373.749841
4746.350000     2097.347505     41.256571     7165.876149     244.697688     9263.223655
4999.950000     2147.154033     44.116502     6877.294345     249.061660     9024.448378
5048.290000     2156.993866     44.698430     6821.932998     249.937841     8978.926864
5619.590000     2282.794025     52.655628     6157.936390     261.571678     8440.730414
6008.110000     2380.040206     59.508581     5694.425340     271.156220     8074.465546
7100.820000     2726.672341     89.841906     4316.105089     310.408751     7042.777430
7619.830000     2949.022506     115.347847     3602.605410     340.933583     6551.627916
Ex(e+de) = a0 + a1(e+de) + a2(e+de)^2
chi-squared: 0.000119, a0 = 14.508495MeV, a1 = -1.047034, a2 = -0.000741(MeV)^-1



Tritons:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
0.000000     2523.062341     44.558302     8224.676485     259.509461     10747.738825
475.100000     2617.997387     49.614945     7692.275192     267.343170     10310.272579
970.060000     2727.353589     55.959765     7127.003437     276.791956     9854.357026
1310.540000     2809.865180     61.141264     6730.750579     284.247039     9540.615760
1394.200000     2831.164398     62.536731     6632.344116     286.219730     9463.508513
1660.460000     2901.917785     67.350442     6316.135288     292.922168     9218.053073
1732.600000     2921.914122     68.761940     6229.621571     294.859405     9151.535693
1904.180000     2971.003075     72.325869     6022.299464     299.698817     8993.302539
1932.660000     2979.368550     72.947506     5987.665673     300.535660     8967.034223
1942.480000     2982.267824     73.163937     5975.708742     300.826529     8957.976566
2088.860000     3026.414466     76.523142     5796.529998     305.309825     8822.944464
2203.420000     3062.235141     79.338558     5655.008869     309.024370     8717.244010
2295.100000     3091.754652     81.720957     5540.885099     312.138961     8632.639751
2336.470000     3105.334311     82.836212     5489.123981     313.588371     8594.458292
2358.190000     3112.530185     83.432184     5461.881043     314.360729     8574.411228
2399.020000     3126.183134     84.572546     5410.540843     315.834449     8536.723978
2472.460000     3151.164442     86.692104     5317.765311     318.559536     8468.929753
2583.750000     3190.103962     90.082935     5176.073544     322.882777     8366.177506
2584.600000     3190.406570     90.109709     5174.986060     322.916742     8365.392630
2611.720000     3200.104034     90.971203     5140.245749     324.008238     8340.349784
2627.150000     3205.658517     91.467719     5120.442469     324.636100     8326.100987
2684.120000     3226.404075     93.342157     5047.084277     326.998582     8273.488352
2720.710000     3239.929697     94.581432     4999.764027     328.553898     8239.693724
2728.340000     3242.770406     94.843452     4989.875906     328.882078     8232.646311
2792.630000     3266.989748     97.102250     4906.270927     331.701892     8173.260675
2840.490000     3285.357021     98.845341     4843.689347     333.866791     8129.046368
2857.100000     3291.800580     99.463088     4821.899961     334.631768     8113.700541
2924.200000     3318.203568     102.028737     4733.498126     337.796641     8051.701694
2932.740000     3321.607657     102.363590     4722.202602     338.208274     8043.810259
3001.610000     3349.431697     105.136045     4630.733177     341.604223     7980.164874
3015.720000     3355.215617     105.720395     4611.908407     342.317266     7967.124024
3019.300000     3356.687713     105.869568     4607.127507     342.499143     7963.815221
3042.000000     3366.065630     106.824133     4576.768533     343.661566     7942.834162
3065.540000     3375.871155     107.830173     4545.204353     344.884051     7921.075508
3092.100000     3387.034791     108.985541     4509.489106     346.284737     7896.523897
3198.580000     3432.895259     113.845854     4365.184124     352.140401     7798.079382
3259.780000     3460.091501     116.817202     4281.394230     355.692544     7741.485732
3277.100000     3467.904198     117.683383     4257.563514     356.724261     7725.467712
3323.100000     3488.909902     120.040668     4194.012133     359.523715     7682.922035
3372.700000     3511.988222     122.679170     4125.052528     362.643119     7637.040750
3454.400000     3551.016749     127.260504     4010.435575     368.026012     7561.452324
3521.200000     3583.915175     131.242728     3915.720977     372.672402     7499.636152
3547.000000     3596.870599     132.842123     3878.887195     374.530445     7475.757794
3653.700000     3652.007566     139.853728     3724.977677     382.624390     7376.985243
3739.500000     3698.281701     146.005760     3599.254289     389.661544     7297.535990
3779.500000     3720.486525     149.048846     3540.002649     393.121759     7260.489174
3790.100000     3726.440979     149.875224     3524.229969     394.059151     7250.670947
3853.100000     3762.459255     154.969741     3429.850876     399.817540     7192.310131
3942.800000     3815.699940     162.813920     3293.493684     408.618761     7109.193623
3947.000000     3818.252148     163.199730     3287.049089     409.049716     7105.301237
4051.800000     3883.775564     173.428563     3124.382187     420.414203     7008.157750
4082.000000     3903.347243     176.609894     3076.809875     423.925936     6980.157118
4132.800000     3937.014239     182.226000     2996.035221     430.100742     6933.049460
4286.300000     4044.971626     201.567278     2745.677499     451.148762     6790.649125
4332.100000     4079.191096     208.164662     2668.952528     458.259115     6748.143624
4380.600000     4116.547089     215.651226     2586.576241     466.289536     6703.123330
4467.200000     4186.365263     230.514440     2436.347622     482.121960     6622.712885
4589.700000     4292.901677     255.733827     2216.012684     508.690748     6508.914361
4818.700000     4523.702087     325.387488     1772.297291     580.569043     6295.999378
4991.000000     4737.066397     425.692724     1398.566354     681.321090     6135.632751
5119.200000     4932.255422     581.821735     1083.954107     835.127404     6016.209529
5136.300000     4961.761919     591.386150     1038.511373     845.156689     6000.273291
Ex(e+de) = a0 + a1(e+de) + a2(e+de)^2
chi-squared: 0.000009, a0 = 11.541279MeV, a1 = -1.059499, a2 = -0.001349(MeV)^-1



Helium-3:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
Ex(e+de) = a0 + a1(e+de) + a2(e+de)^2
chi-squared: 0.000009, a0 = 11.541279MeV, a1 = -1.059499, a2 = -0.001349(MeV)^-1



Alphas:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
0.000000     7378.107515     126.139727     15813.770048     518.738879     23191.877562
1332.518000     7803.375966     150.860183     14158.959501     554.307945     21962.335467
2158.640000     8103.391826     170.498072     13095.736502     581.193524     21199.128328
2284.870000     8152.133682     173.874644     12930.308393     585.715754     21082.442075
2505.766000     8239.460991     180.060580     12638.739246     593.931994     20878.200237
2626.080000     8288.156359     183.587568     12478.775109     598.578685     20766.931468
3119.700000     8496.927881     199.363578     11813.296546     619.054182     20310.224427
3124.020000     8498.822393     199.511747     11807.403639     619.244246     20306.226032
3186.020000     8526.147753     201.659151     11722.691072     621.994421     20248.838825
3194.020000     8529.692203     201.939113     11711.741433     622.352365     20241.433636
3269.380000     8563.292428     204.609353     11608.379944     625.759493     20171.672373
3318.700000     8585.492052     206.389854     11540.520142     628.024524     20126.012195
3381.000000     8613.775550     208.677259     11454.554726     630.926557     20068.330276
3393.500000     8619.483258     209.141457     11437.272933     631.514424     20056.756190
3588.100000     8709.794670     216.603966     11166.747020     640.917379     19876.541690
3619.550000     8724.652812     217.853191     11122.758569     642.482905     19847.411381
3670.710000     8748.983174     219.912128     11051.038534     645.057992     19800.021708
3700.000000     8763.003237     221.106123     11009.885292     646.548399     19772.888529
3730.670000     8777.755292     222.368465     10966.720298     648.121828     19744.475590
3736.100000     8780.374750     222.593260     10959.070296     648.401776     19739.445046
3875.000000     8848.179130     228.480619     10762.568824     655.707756     19610.747954
3887.800000     8854.506088     229.036780     10744.380604     656.395407     19598.886693
3895.000000     8858.070930     229.350658     10734.143693     656.783305     19592.214622
3925.800000     8873.368965     230.701860     10690.303118     658.451610     19563.672083
4007.900000     8914.535711     234.372324     10573.046613     662.971007     19487.582324
4020.450000     8920.879023     234.942395     10555.071110     663.671321     19475.950133
4035.000000     8928.250173     235.606357     10534.213725     664.486438     19462.463897
4039.670000     8930.619905     235.820160     10527.515350     664.748792     19458.135254
4078.540000     8950.417459     237.612974     10471.687689     666.946390     19422.105148
4116.000000     8969.622089     239.363474     10417.757665     669.088138     19387.379754
4165.410000     8995.143730     241.707257     10346.429559     671.949710     19341.573289
4191.000000     9008.447970     242.937027     10309.400088     673.448425     19317.848058
4265.130000     9047.326108     246.562342     10201.787891     677.855831     19249.113999
4294.500000     9062.870471     248.025135     10159.008900     679.629725     19221.879371
4300.000000     9065.790407     248.300768     10150.988689     679.963696     19216.779096
4319.000000     9075.899454     249.257129     10123.260128     681.121776     19199.159582
4334.700000     9084.278580     250.052304     10100.321271     682.083858     19184.599851
4341.000000     9087.647514     250.372647     10091.109782     682.471234     19178.757297
4355.700000     9095.523146     251.122942     10069.601268     683.378065     19165.124415
4399.400000     9119.058885     253.377061     10005.535729     686.098584     19124.594614
4407.450000     9123.414672     253.796202     9993.713579     686.603812     19117.128251
4450.000000     9146.543970     256.032212     9931.117420     689.295750     19077.661391
4493.440000     9170.342733     258.351284     9867.023146     692.081836     19037.365879
4535.700000     9193.677799     260.643407     9804.484087     694.829795     18998.161886
4548.800000     9200.948369     261.361287     9785.060220     695.689281     18986.008589
4579.100000     9217.832868     263.035281     9740.064298     697.691356     18957.897166
4760.500000     9320.953063     273.470751     9468.613495     710.107152     18789.566558
4768.000000     9325.293740     273.918135     9457.311935     710.637013     18782.605675
4781.000000     9332.832462     274.696719     9437.707447     711.558670     18770.539910
4800.000000     9343.884715     275.841821     9409.020077     712.913136     18752.904792
4844.200000     9369.754027     278.539146     9342.123430     716.098699     18711.877456
4849.000000     9372.576806     278.834924     9334.844983     716.447600     18707.421789
4859.000000     9378.466118     279.452949     9319.672899     717.176357     18698.139017
4958.000000     9437.400870     285.707188     9168.829002     724.531481     18606.229872
4970.000000     9444.623538     286.482467     9150.464626     725.440772     18595.088163
4985.720000     9454.111527     287.503857     9126.380602     726.637906     18580.492129
5015.100000     9471.924726     289.430563     9081.286835     728.893639     18553.211560
5048.300000     9492.181633     291.636116     9030.200421     731.471894     18522.382055
5090.000000     9517.819344     294.449904     8965.837228     734.755153     18483.656572
5106.000000     9527.714563     295.542666     8941.082454     736.028446     18468.797017
5120.000000     9536.399619     296.504900     8919.394898     737.148827     18455.794516
