This file was generated by QKinz.


Protons:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
4501.200000     694.659889     4.619440     11469.469502     192.739104     12164.129391
4507.100000     694.832797     4.622249     11476.675107     193.216880     12171.507904
4511.500000     694.961809     4.624345     11482.060156     193.574854     12177.021965
4517.000000     695.123150     4.626968     11488.805202     194.024340     12183.928352
4531.200000     695.540097     4.633749     11506.290760     195.195327     12201.830857
4533.000000     695.592990     4.634610     11508.514604     195.344854     12204.107595
4577.500000     696.903539     4.655969     11564.029705     199.122057     12260.933244
4593.200000     697.367253     4.663541     11583.866902     200.492833     12281.234155
4598.000000     697.509165     4.665860     11589.958440     200.916029     12287.467605
4637.000000     698.664642     4.684768     11639.923824     204.428043     12338.588466
4644.200000     698.878437     4.688271     11649.241556     205.091128     12348.119993
4647.200000     698.967562     4.689732     11653.132669     205.368803     12352.100231
4753.100000     702.130323     4.741766     11793.906533     215.729265     12496.036856
4789.200000     703.215923     4.759710     11843.490308     219.530519     12546.706230
4796.200000     703.426869     4.763202     11853.203741     220.284872     12556.630610
4805.700000     703.713383     4.767946     11866.438586     221.317892     12570.151970
4810.200000     703.849193     4.770197     11872.728914     221.810985     12576.578107
4839.200000     704.725845     4.784738     11913.598494     225.048328     12618.324339
4869.700000     705.650525     4.800105     11957.216816     228.569007     12662.867342
4919.900000     707.178482     4.825567     12030.485016     234.640949     12737.663498
4955.400000     708.263562     4.843700     12083.457985     239.159352     12791.721547
5016.200000     710.130779     4.875003     12176.549903     247.374740     12886.680682
5053.200000     711.272573     4.894208     12234.746550     252.697700     12946.019123
5073.200000     711.891500     4.904638     12266.715988     255.685866     12978.607488
5101.200000     712.760060     4.919298     12312.099518     260.008586     13024.859577
5140.200000     713.973867     4.939831     12376.578861     266.319142     13090.552728
5162.200000     714.660657     4.951473     12413.629642     270.038515     13128.290299
5226.200000     716.667171     4.985585     12524.365952     281.584186     13241.033123
5253.000000     717.511214     4.999978     12572.117383     286.772324     13289.628596
5274.200000     718.180495     5.011410     12610.502264     291.039452     13328.682759
5292.000000     718.743537     5.021039     12643.162972     294.740416     13361.906510
5304.000000     719.123684     5.027548     12665.410140     297.299321     13384.533824
5312.200000     719.383714     5.032003     12680.720550     299.078587     13400.104264
5319.500000     719.615385     5.035974     12694.425590     300.684095     13414.040974
5335.600000     720.126930     5.044749     12724.906130     304.298957     13445.033061
5359.300000     720.881459     5.057710     12770.429339     309.814365     13491.310798
5366.200000     721.101471     5.061494     12783.833435     311.465695     13504.934906
5401.000000     722.213429     5.080642     12852.512385     320.129736     13574.725814
5413.900000     722.626613     5.087769     12878.442575     323.492356     13601.069188
5543.300000     726.801261     5.160128     13154.410826     362.800955     13881.212088
5566.000000     727.539273     5.172987     13206.159028     370.983782     13933.698301
5572.200000     727.741141     5.176508     13220.487027     373.300722     13948.228168
5579.300000     727.972470     5.180544     13237.000128     375.999496     13964.972598
5592.300000     728.396464     5.187948     13267.532776     381.071845     13995.929240
5601.900000     728.709929     5.193426     13290.332921     384.931283     14019.042850
5735.300000     733.097826     5.270488     13632.748163     451.696057     14365.845989
5797.300000     735.157756     5.306912     13811.786170     495.219603     14546.943926
5804.300000     735.391158     5.311049     13832.981538     500.894121     14568.372697
5828.300000     736.192679     5.325271     13907.344533     521.842465     14643.537211
5833.000000     736.349876     5.328064     13922.228963     526.245351     14658.578839
5878.000000     737.858844     5.354913     14070.652506     574.754389     14808.511350
6093.300000     745.177165     5.486343     15040.358579     763.064590     15785.535745
6285.600000     751.855314     5.608037     15767.498187     364.584110     16519.353501
6375.300000     755.017388     5.666249     15678.342706     158.994390     16433.360094
6496.400000     759.334879     5.746347     15557.934015     159.222700     16317.268894
7075.600000     780.791579     6.155053     14981.308205     160.365498     15762.099784
7400.000000     793.428374     6.404158     14657.784688     161.045034     15451.213062
7472.700000     796.324971     6.462146     14585.221810     161.201488     15381.546781
7513.300000     797.953175     6.494888     14544.688660     161.289546     15342.641835
7529.900000     798.621093     6.508350     14528.113968     161.325693     15326.735061
7605.600000     801.683279     6.570296     14452.514343     161.491593     15254.197622
8564.940000     842.969391     7.442541     13492.148400     163.757501     14335.117792
8629.000000     845.901877     7.507161     13427.856159     163.920556     14273.758036
8639.180000     846.370052     7.517511     13417.637225     163.946614     14264.007276
8693.600000     848.882960     7.573221     13362.999569     164.086607     14211.882529
8700.800000     849.216715     7.580640     13355.769565     164.105216     14204.986280
8718.600000     850.043131     7.599030     13337.894169     164.151311     14187.937300
8719.100000     850.066372     7.599548     13337.392026     164.152607     14187.458398
8719.300000     850.075669     7.599755     13337.191168     164.153126     14187.266837
8727.700000     850.466340     7.608459     13328.754952     164.174924     14179.221292
8731.900000     850.661831     7.612817     13324.536698     164.185834     14175.198529
8734.500000     850.782901     7.615517     13321.925349     164.192592     14172.708250
8738.600000     850.973900     7.619777     13317.807377     164.203253     14168.781277
8743.300000     851.192971     7.624666     13313.086661     164.215482     14164.279632
8743.700000     851.211622     7.625082     13312.684893     164.216524     14163.896514
8746.500000     851.342200     7.627997     13309.872487     164.223814     14161.214687
8747.500000     851.388847     7.629038     13308.868046     164.226418     14160.256893
8750.500000     851.528822     7.632164     13305.854690     164.234234     14157.383511
9807.900000     904.418684     8.873158     12240.389625     167.235619     13144.808309
9830.900000     905.654096     8.903601     12217.133461     167.306901     13122.787557
9842.900000     906.300211     8.919550     12204.998328     167.344203     13111.298539
9855.900000     907.001373     8.936878     12191.850784     167.384700     13098.852157
9864.000000     907.438886     8.947701     12183.658246     167.409979     13091.097131
Ex(e+de) = a0 + a1(e+de) + a2(e+de)^2
chi-squared: 0.000454, a0 = 23.516610MeV, a1 = -1.040473, a2 = -0.000173(MeV)^-1



Deutrons:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
0.000000     1513.439160     15.934773     12040.934331     189.944053     13554.373492
40.840000     1516.938875     16.032494     11999.307508     190.148499     13516.246383
243.420000     1534.587022     16.531490     11792.544125     191.184353     13327.131148
287.810000     1538.519640     16.644107     11747.173683     191.416296     13285.693323
390.130000     1547.676467     16.908351     11642.504008     191.957957     13190.180475
426.190000     1550.934574     17.003058     11605.585665     192.151227     13156.520240
548.310000     1562.090906     17.330096     11480.439218     192.815185     13042.530124
637.460000     1570.356975     17.575163     11388.960897     193.309309     12959.317872
644.820000     1571.044069     17.595640     11381.404111     193.350466     12952.448180
674.960000     1573.865297     17.679888     11350.450911     193.519592     12924.316208
698.310000     1576.059282     17.745596     11326.462759     193.651267     12902.522041
727.720000     1578.833085     17.828909     11296.238793     193.817930     12875.071878
755.800000     1581.492353     17.909032     11267.370960     193.977910     12848.863313
915.330000     1596.806021     18.375240     11103.163543     194.902987     12699.969563
982.710000     1603.381191     18.577945     11033.702819     195.302193     12637.084010
1023.020000     1607.345870     18.700910     10992.117506     195.543493     12599.463377
1051.600000     1610.171106     18.788876     10962.619300     195.715714     12572.790406
1077.200000     1612.711879     18.868227     10936.186891     195.870789     12548.898770
1141.660000     1619.152235     19.070400     10869.588874     196.264693     12488.741109
1144.100000     1619.397233     19.078120     10867.066753     196.279701     12486.463986
1221.510000     1627.216324     19.325640     10787.005748     196.759577     12414.222072
1248.670000     1629.981244     19.413692     10758.894443     196.929687     12388.875687
1285.120000     1633.709671     19.532866     10721.150249     197.159425     12354.859920
1346.300000     1640.013964     19.735520     10657.752428     197.548797     12297.766392
1354.300000     1640.842648     19.762266     10649.458161     197.600065     12290.300810
1367.000000     1642.160253     19.804843     10636.288975     197.681622     12278.449229
1370.520000     1642.525898     19.816670     10632.638490     197.704263     12275.164387
1373.900000     1642.877184     19.828037     10629.133012     197.726019     12272.010196
1403.300000     1645.940381     19.927346     10598.634057     197.915884     12244.574438
1410.200000     1646.661285     19.950768     10591.474177     197.960607     12238.135462
1416.100000     1647.278313     19.970830     10585.351367     197.998898     12232.629680
1427.500000     1648.472111     20.009684     10573.519298     198.073014     12221.991409
1429.580000     1648.690152     20.016786     10571.360243     198.086555     12220.050395
1433.000000     1649.048811     20.028472     10567.810110     198.108832     12216.858921
1485.670000     1654.596171     20.209824     10513.112511     198.453875     12167.708682
1504.900000     1656.632740     20.276687     10493.131170     198.580776     12149.763910
1507.300000     1656.887337     20.285056     10490.636981     198.596649     12147.524318
1511.200000     1657.301259     20.298668     10486.583725     198.622459     12143.884984
1525.910000     1658.864728     20.350140     10471.293465     198.719994     12130.158193
1568.060000     1663.364420     20.498782     10427.461309     199.001105     12090.825730
1581.600000     1664.816118     20.546897     10413.374778     199.091926     12078.190896
1677.640000     1675.201393     20.893389     10313.370972     199.743475     11988.572364
1679.100000     1675.360475     20.898728     10311.849523     199.753481     11987.209998
1682.100000     1675.687472     20.909705     10308.723144     199.774050     11984.410616
1710.510000     1678.791777     21.014113     10279.108775     199.969478     11957.900553
1736.300000     1681.621838     21.109612     10252.213573     200.147895     11933.835410
1745.000000     1682.579129     21.141983     10243.138174     200.208300     11925.717303
1759.500000     1684.177539     21.196111     10228.009616     200.309222     11912.187154
1820.300000     1690.919942     21.425492     10164.534325     200.735780     11855.454268
1827.600000     1691.733861     21.453298     10156.908773     200.787365     11848.642634
1843.000000     1693.454001     21.512146     10140.818916     200.896453     11834.272918
1916.720000     1701.747231     21.797441     10063.738243     201.423660     11765.485474
1981.390000     1709.103700     22.052703     9996.039556     201.893081     11705.143257
2067.500000     1719.019433     22.400052     9905.777431     202.528453     11624.796864
2145.900000     1728.169418     22.723942     9823.475967     203.117472     11551.645385
2147.990000     1728.414956     22.732679     9821.280356     203.133315     11549.695313
2154.700000     1729.203835     22.760763     9814.230724     203.184226     11543.434559
2160.640000     1729.902916     22.785671     9807.989342     203.229359     11537.892258
2239.500000     1739.249375     23.120507     9725.063218     203.834248     11464.312594
2295.330000     1745.940830     23.362328     9666.280530     204.269006     11412.221359
2444.100000     1764.081146     24.026794     9509.334631     205.454819     11273.415778
2518.700000     1773.351525     24.371420     9430.461703     206.064912     11203.813228
2622.700000     1786.475456     24.865215     9320.305509     206.933408     11106.780965
2638.600000     1788.502825     24.942117     9303.443471     207.068077     11091.946295
2740.000000     1801.565443     25.441628     9195.775214     207.939034     10997.340657
2829.000000     1813.224539     25.893383     9101.080037     208.721223     10914.304575
2892.230000     1821.620654     26.222191     9033.691156     209.287341     10855.311809
3029.490000     1840.179305     26.959435     8887.070962     210.547206     10727.250268
3191.510000     1862.693267     27.873364     8713.394628     212.091563     10576.087895
3434.800000     1897.807546     29.342426     8451.292166     214.535994     10349.099712
3580.000000     1919.557177     30.279567     8294.069458     216.072419     10213.626636
3627.500000     1926.807079     30.596650     8242.501045     216.588432     10169.308124
3979.230000     1982.690448     33.121401     7858.434755     220.632521     9841.125203
4164.920000     2013.864960     34.593375     7653.990798     222.941150     9667.855759
4447.230000     2063.700119     37.044376     7340.709313     226.713184     9404.409432
4628.940000     2097.464233     38.775515     7137.361251     229.327735     9234.825484
4746.350000     2120.037523     39.965566     7005.205321     231.103117     9125.242844
4999.950000     2170.977946     42.750145     6717.547339     235.192894     8888.525285
5048.290000     2181.046606     43.317144     6662.352520     236.015280     8843.399126
5619.590000     2309.920651     51.084553     6000.033837     246.974693     8309.954488
6008.110000     2409.746532     57.796709     5537.262993     256.059569     7947.009525
7100.820000     2767.339445     87.793496     4157.751889     293.810219     6925.091335
7619.830000     2998.593880     113.435443     3440.242098     323.817485     6438.835978
Ex(e+de) = a0 + a1(e+de) + a2(e+de)^2
chi-squared: 0.000097, a0 = 14.471967MeV, a1 = -1.061531, a2 = -0.000471(MeV)^-1



Tritons:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
0.000000     2554.575301     43.046912     8011.058791     243.558073     10565.634092
475.100000     2652.034578     47.971083     7480.373505     250.897583     10132.408083
970.060000     2764.487285     54.167059     6916.517756     259.794043     9681.005041
1310.540000     2849.480233     59.242080     6520.947317     266.847671     9370.427549
1394.200000     2871.441501     60.611270     6422.663937     268.719272     9294.105438
1660.460000     2944.460897     65.342385     6106.708942     275.094532     9051.169838
1732.600000     2965.116892     66.732074     6020.223910     276.941936     8985.340802
1904.180000     3015.862766     70.245914     5812.891937     281.566332     8828.754703
1932.660000     3024.516051     70.859555     5778.245087     282.367364     8802.761139
1942.480000     3027.515452     71.073254     5766.282856     282.645882     8793.798308
2088.860000     3073.211099     74.393539     5586.974198     286.945051     8660.185297
2203.420000     3110.323215     77.181451     5445.279630     290.516018     8555.602845
2295.100000     3140.931108     79.544288     5330.966952     293.516573     8471.898060
2336.470000     3155.018958     80.651572     5279.104928     294.914909     8434.123886
2358.190000     3162.486072     81.243597     5251.804935     295.660571     8414.291006
2399.020000     3176.657409     82.377018     5200.349638     297.084362     8377.007047
2472.460000     3202.600159     84.485824     5107.340236     299.720631     8309.940395
2583.750000     3243.072554     87.865352     4965.223561     303.912406     8208.296115
2584.600000     3243.387241     87.892065     4964.132486     303.945384     8207.519727
2611.720000     3253.473185     88.751874     4929.274705     305.005561     8182.747890
2627.150000     3259.251397     89.247637     4909.402064     305.615750     8168.653460
2684.120000     3280.840502     91.120677     4835.771387     307.913966     8116.611889
2720.710000     3294.922934     92.360293     4788.262031     309.428918     8083.184965
2728.340000     3297.881281     92.622515     4778.333040     309.748780     8076.214321
2792.630000     3323.113517     94.884948     4694.363283     312.499984     8017.476800
2840.490000     3342.260986     96.633187     4631.485472     314.615719     7973.746458
2857.100000     3348.980757     97.253252     4609.588134     315.364058     7958.568891
2924.200000     3376.529387     99.831328     4520.721956     318.464211     7897.251343
2932.740000     3380.082821     100.168138     4509.363979     318.867917     7889.446800
3001.610000     3409.141921     102.959802     4417.361745     322.202807     7826.503666
3015.720000     3415.185832     103.548892     4398.421194     322.904022     7813.607027
3019.300000     3416.724281     103.699313     4393.610549     323.082937     7810.334830
3042.000000     3426.526631     104.662242     4363.059431     324.226964     7789.586062
3065.540000     3436.779175     105.677801     4331.289432     325.431102     7768.068607
3092.100000     3448.455814     106.844999     4295.333711     326.812033     7743.789525
3198.580000     3496.470325     111.765742     4149.971393     332.599951     7646.441718
3259.780000     3524.980529     114.782683     4065.500904     336.122867     7590.481434
3277.100000     3533.175881     115.663413     4041.467185     337.147803     7574.643066
3323.100000     3555.222159     118.063206     3977.353241     339.932773     7532.575400
3372.700000     3579.463867     120.754401     3907.747100     343.042860     7487.210967
3454.400000     3620.509438     125.440332     3791.967724     348.426905     7412.477163
3521.200000     3655.158407     129.527307     3696.204407     353.092227     7351.362814
3547.000000     3668.816270     131.172473     3658.939994     354.962589     7327.756264
3653.700000     3727.028934     138.410454     3503.083347     363.142672     7230.112281
3739.500000     3775.997482     144.796733     3375.578333     370.298995     7151.575816
3779.500000     3799.533892     147.968445     3315.422281     373.833440     7114.956172
3790.100000     3805.849829     148.831243     3299.401493     374.792755     7105.251322
3853.100000     3844.095586     154.164635     3203.470284     380.703117     7047.565870
3942.800000     3900.763100     162.426452     3064.652405     389.795920     6965.415505
3947.000000     3903.483779     162.834411     3058.084710     390.243050     6961.568489
4051.800000     3973.471711     173.707906     2892.089253     402.100859     6865.560964
4082.000000     3994.431239     177.113070     2843.457838     405.791929     6837.889077
4132.800000     4030.547602     183.152626     2760.788230     412.314320     6791.335832
4286.300000     4146.934991     204.249625     2503.686784     434.879237     6650.621775
4332.100000     4184.028051     211.560508     2424.594622     442.628161     6608.622673
4380.600000     4224.643470     219.934107     2339.496821     451.463742     6564.140291
4467.200000     4300.926453     236.823604     2183.768171     469.167516     6484.694624
4589.700000     4418.400915     266.417317     1953.869483     499.859151     6372.270397
4818.700000     4678.890436     357.288286     1483.065041     592.119223     6161.955478
4991.000000     4931.538641     527.733832     1072.034070     760.470174     6003.572711
5119.200000     5182.614803     454.173737     703.026715     694.773616     5885.641518
5136.300000     5223.407940     435.622726     646.497405     675.907818     5869.905345
Ex(e+de) = a0 + a1(e+de) + a2(e+de)^2
chi-squared: 0.000007, a0 = 11.497248MeV, a1 = -1.077983, a2 = -0.000977(MeV)^-1



Helium-3:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
Ex(e+de) = a0 + a1(e+de) + a2(e+de)^2
chi-squared: 0.000007, a0 = 11.497248MeV, a1 = -1.077983, a2 = -0.000977(MeV)^-1



Alphas:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
0.000000     7454.624255     117.106449     15437.749112     470.449996     22892.373367
1332.518000     7890.519949     140.342306     13782.127914     503.125286     21672.647863
2158.640000     8198.805747     158.890473     12716.872322     527.980587     20915.678069
2284.870000     8248.957706     162.088017     12550.997908     532.175184     20799.955614
2505.766000     8338.860623     167.952481     12258.546797     539.806644     20597.407420
2626.080000     8389.020322     171.299988     12098.044607     544.128667     20487.064929
3119.700000     8604.309022     186.307785     11429.877889     563.226801     20034.186911
3124.020000     8606.264514     186.449011     11423.957719     563.404493     20030.222234
3186.020000     8634.473224     188.496371     11338.846109     565.976517     19973.319333
3194.020000     8638.132779     188.763370     11327.843911     566.311394     19965.976690
3269.380000     8672.830191     191.310897     11223.975035     569.500332     19896.805225
3318.700000     8695.760755     193.010511     11155.770896     571.621700     19851.531651
3381.000000     8724.982545     195.195107     11069.356224     574.341299     19794.338769
3393.500000     8730.880566     195.638594     11051.982331     574.892435     19782.862898
3588.100000     8824.247092     202.775264     10779.934325     583.718205     19604.181417
3619.550000     8839.615889     203.971262     10735.683689     585.189539     19575.299578
3670.710000     8864.787443     205.943304     10663.527080     587.610886     19528.314522
3700.000000     8879.295066     207.087386     10622.118167     589.012993     19501.413233
3730.670000     8894.562391     208.297337     10578.680904     590.493747     19473.243295
3736.100000     8897.273586     208.512844     10570.982207     590.757265     19468.255793
3875.000000     8967.478374     214.161410     10373.183409     597.640763     19340.661783
3887.800000     8974.031882     214.695460     10354.870491     598.289278     19328.902373
3895.000000     8977.724565     214.996893     10344.563044     598.655148     19322.287609
3925.800000     8993.572814     216.294807     10300.417520     600.229108     19293.990333
4007.900000     9036.233184     219.822837     10182.322122     604.496167     19218.555306
4020.450000     9042.808350     220.371093     10164.214974     605.157804     19207.023323
4035.000000     9050.449495     221.009750     10143.203810     605.928049     19193.653305
4039.670000     9052.906160     221.215429     10136.455813     606.175993     19189.361973
4078.540000     9073.432491     222.940576     10080.210103     608.253525     19153.642594
4116.000000     9093.348394     224.625799     10025.868563     610.279351     19119.216956
4165.410000     9119.821916     226.883415     9953.984406     612.987732     19073.806321
4191.000000     9133.625400     228.068541     9916.660898     614.406991     19050.286298
4265.130000     9173.974507     231.564530     9808.172965     618.583845     18982.147472
4294.500000     9190.112079     232.976111     9765.036917     620.266262     18955.148995
4300.000000     9193.143773     233.242158     9756.949191     620.583096     18950.092964
4319.000000     9203.640536     234.165409     9728.985805     621.681959     18932.626341
4334.700000     9212.341975     234.933238     9705.851028     622.595093     18918.193004
4341.000000     9215.840743     235.242612     9696.560440     622.962824     18912.401183
4355.700000     9224.020432     235.967320     9674.866280     623.823810     18898.886712
4399.400000     9248.469388     238.145463     9610.239808     626.407993     18858.709196
4407.450000     9252.994940     238.550625     9598.312832     626.888102     18851.307772
4450.000000     9277.029671     240.712852     9535.154722     629.447253     18812.184393
4493.440000     9301.767118     242.956809     9470.472831     632.097788     18772.239949
4535.700000     9326.029595     245.176109     9407.348285     634.713936     18733.377881
4548.800000     9333.590552     245.871472     9387.740101     635.532581     18721.330653
4579.100000     9351.152061     247.493502     9342.312650     637.440237     18693.464711
4760.500000     9458.488812     257.622290     9068.119131     649.293094     18526.607943
4768.000000     9463.010122     258.057197     9056.698030     649.799806     18519.708153
4781.000000     9470.863175     258.814201     9036.885134     650.681369     18507.748309
4800.000000     9482.377673     259.927870     9007.890394     651.977310     18490.268067
4844.200000     9509.335558     262.552605     8940.265775     655.027105     18449.601333
4849.000000     9512.277685     262.840548     8932.907168     655.361295     18445.184852
4859.000000     9518.416358     263.442279     8917.567378     656.059430     18435.983735
4958.000000     9579.873590     269.537712     8765.010586     663.113286     18344.884177
4970.000000     9587.408828     270.294081     8746.431921     663.986324     18333.840750
4985.720000     9597.308574     271.290820     8722.064938     665.136063     18319.373512
5015.100000     9615.898380     273.171841     8676.435429     667.303530     18292.333809
5048.300000     9637.044112     275.326409     8624.732607     669.782566     18261.776720
5090.000000     9663.815502     278.077199     8559.578250     672.942065     18223.393752
5106.000000     9674.150921     279.146116     8534.514801     674.168148     18208.665723
5120.000000     9683.223562     280.087642     8512.554792     675.247351     18195.778354
