This file was generated by QKinz.


Protons:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
5566.000000     734.267882     5.173521     13570.394813     422.166192     14304.662695
5572.200000     734.472047     5.177039     13586.787490     425.460470     14321.259537
5579.300000     734.706008     5.181073     13605.707183     429.317866     14340.413191
5592.300000     735.134828     5.188471     13640.767815     436.628308     14375.902644
5601.900000     735.451862     5.193944     13667.017371     442.245200     14402.469232
5735.300000     739.889771     5.270948     14069.636279     548.821853     14809.526050
5797.300000     741.973219     5.307344     14288.363545     632.761060     15030.336764
5804.300000     742.209287     5.311478     14314.750925     645.040019     15056.960212
5828.300000     743.019966     5.325690     14408.301966     694.254724     15151.321932
5833.000000     743.178960     5.328480     14427.222085     705.554506     15170.401045
5878.000000     744.705182     5.355309     14620.083678     879.227575     15364.788861
6093.300000     752.107374     5.486637     15888.636897     700.699697     16640.744272
6285.600000     758.862336     5.608237     15697.889539     156.782491     16456.751875
6375.300000     762.060872     5.666404     15608.871488     156.942994     16370.932360
6496.400000     766.428246     5.746439     15488.648380     157.162619     16255.076626
7075.600000     788.134512     6.154820     14912.910576     158.262361     15701.045089
7400.000000     800.919592     6.403726     14589.884391     158.916624     15390.803983
7472.700000     803.850317     6.461668     14517.432931     159.067294     15321.283248
7513.300000     805.497726     6.494384     14476.961997     159.152103     15282.459723
7529.900000     806.173528     6.507835     14460.412741     159.186917     15266.586268
7605.600000     809.271891     6.569731     14384.929094     159.346709     15194.200985
8564.940000     851.051453     7.441282     13426.029209     161.530661     14277.080662
8629.000000     854.019395     7.505852     13361.834495     161.687925     14215.853890
8639.180000     854.493235     7.516194     13351.631053     161.713059     14206.124289
8693.600000     857.036577     7.571860     13297.076191     161.848092     14154.112768
8700.800000     857.374378     7.579273     13289.857137     161.866043     14147.231515
8718.600000     858.210813     7.597650     13272.008808     161.910507     14130.219622
8719.100000     858.234336     7.598167     13271.507426     161.911758     14129.741762
8719.300000     858.243745     7.598374     13271.306872     161.912258     14129.550617
8727.700000     858.639155     7.607071     13262.883427     161.933286     14121.522582
8731.900000     858.837017     7.611426     13258.671559     161.943811     14117.508576
8734.500000     858.959556     7.614123     13256.064163     161.950329     14115.023719
8738.600000     859.152872     7.618380     13251.952424     161.960614     14111.105296
8743.300000     859.374601     7.623265     13247.238853     161.972411     14106.613454
8743.700000     859.393478     7.623681     13246.837692     161.973416     14106.231170
8746.500000     859.525641     7.626594     13244.029543     161.980449     14103.555184
8747.500000     859.572853     7.627634     13243.026622     161.982961     14102.599475
8750.500000     859.714527     7.630757     13240.017825     161.990501     14099.732352
9807.900000     913.255300     8.870842     12176.147565     164.888305     13089.402865
9830.900000     914.506136     8.901264     12152.925739     164.957185     13067.431875
9842.900000     915.160321     8.917202     12140.808515     164.993231     13055.968835
9855.900000     915.870244     8.934518     12127.680365     165.032366     13043.550609
9864.000000     916.313225     8.945335     12119.499908     165.056794     13035.813133
Ex(e+de) = a0 + a1(e+de) + a2(e+de)^2
chi-squared: 0.000407, a0 = 23.502873MeV, a1 = -1.044964, a2 = -0.000089(MeV)^-1



Deutrons:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
0.000000     1530.429497     15.895958     11945.365705     186.313681     13475.795202
40.840000     1533.983318     15.993536     11903.802802     186.512020     13437.786120
243.420000     1551.905612     16.491842     11697.353048     187.517189     13249.258661
287.810000     1555.899617     16.604312     11652.050535     187.742321     13207.950152
390.130000     1565.199807     16.868224     11547.536297     188.268156     13112.736104
426.190000     1568.509068     16.962817     11510.672346     188.455808     13079.181413
548.310000     1579.841136     17.289477     11385.708542     189.100579     12965.549677
637.460000     1588.237991     17.534280     11294.361985     189.580537     12882.599976
644.820000     1588.935978     17.554735     11286.816016     189.620519     12875.751995
674.960000     1591.801971     17.638897     11255.907015     189.784821     12847.708987
698.310000     1594.030809     17.704539     11231.952995     189.912749     12825.983805
727.720000     1596.848725     17.787769     11201.771881     190.074678     12798.620607
755.800000     1599.550338     17.867815     11172.944817     190.230126     12772.495155
915.330000     1615.108861     18.333607     11008.966244     191.129191     12624.075105
982.710000     1621.789696     18.536149     10939.600710     191.517277     12561.390406
1023.020000     1625.818244     18.659022     10898.071912     191.751886     12523.890156
1051.600000     1628.689064     18.746923     10868.613575     191.919346     12497.302639
1077.200000     1631.270883     18.826219     10842.216736     192.070143     12473.487619
1141.660000     1637.815499     19.028257     10775.707678     192.453226     12413.523177
1144.100000     1638.064469     19.035972     10773.188906     192.467823     12411.253376
1221.510000     1646.010575     19.283344     10693.233517     192.934604     12339.244092
1248.670000     1648.820520     19.371348     10665.158957     193.100093     12313.979477
1285.120000     1652.609753     19.490460     10627.463818     193.323609     12280.073571
1346.300000     1659.017104     19.693017     10564.147655     193.702484     12223.164760
1354.300000     1659.859358     19.719751     10555.864003     193.752374     12215.723361
1367.000000     1661.198549     19.762310     10542.711636     193.831742     12203.910185
1370.520000     1661.570186     19.774131     10539.065805     193.853776     12200.635991
1373.900000     1661.927231     19.785493     10535.564795     193.874949     12197.492025
1403.300000     1665.040680     19.884762     10505.104582     194.059730     12170.145262
1410.200000     1665.773421     19.908175     10497.953765     194.103258     12163.727186
1416.100000     1666.400583     19.928229     10491.838695     194.140526     12158.239278
1427.500000     1667.613998     19.967068     10480.021559     194.212664     12147.635557
1429.580000     1667.835622     19.974168     10477.865225     194.225844     12145.700847
1433.000000     1668.200178     19.985850     10474.319564     194.247527     12142.519741
1485.670000     1673.838860     20.167140     10419.690477     194.583395     12093.529337
1504.900000     1675.909016     20.233982     10399.733980     194.706933     12075.642995
1507.300000     1676.167814     20.242349     10397.242885     194.722386     12073.410699
1511.200000     1676.588567     20.255957     10393.194655     194.747513     12069.783222
1525.910000     1678.177850     20.307415     10377.923314     194.842470     12056.101164
1568.060000     1682.751943     20.456020     10334.145070     195.116171     12016.897012
1581.600000     1684.227677     20.504124     10320.075761     195.204604     12004.303438
1677.640000     1694.785390     20.850559     10220.192748     195.839123     11914.978137
1679.100000     1694.947120     20.855898     10218.673116     195.848869     11913.620236
1682.100000     1695.279561     20.866873     10215.550470     195.868903     11910.830030
1710.510000     1698.435587     20.971272     10185.971332     196.059259     11884.406919
1736.300000     1701.312866     21.066765     10159.107921     196.233057     11860.420786
1745.000000     1702.286143     21.099135     10150.043206     196.291902     11852.329349
1759.500000     1703.911262     21.153261     10134.932407     196.390219     11838.843669
1820.300000     1710.766552     21.382644     10071.530948     196.805815     11782.297500
1827.600000     1711.594122     21.410451     10063.914190     196.856080     11775.508312
1843.000000     1713.343132     21.469303     10047.842836     196.962378     11761.185968
1916.720000     1721.775881     21.754630     9970.849785     197.476169     11692.625666
1981.390000     1729.256574     22.009942     9903.226641     197.933738     11632.483215
2067.500000     1739.340441     22.357389     9813.063117     198.553208     11552.403558
2145.900000     1748.646290     22.681404     9730.849387     199.127628     11479.495677
2147.990000     1748.896020     22.690144     9728.656088     199.143079     11477.552108
2154.700000     1749.698371     22.718241     9721.613868     199.192736     11471.312238
2160.640000     1750.409394     22.743160     9715.379035     199.236757     11465.788429
2239.500000     1759.915910     23.078165     9632.538739     199.826824     11392.454650
2295.330000     1766.722401     23.320130     9573.815535     200.251018     11340.537935
2444.100000     1785.176466     23.985083     9417.022738     201.408399     11202.199204
2518.700000     1794.608259     24.330017     9338.223496     202.004082     11132.831755
2622.700000     1807.961959     24.824317     9228.166416     202.852319     11036.128375
2638.600000     1810.024955     24.901305     9211.319148     202.983874     11021.344103
2740.000000     1823.317980     25.401419     9103.742624     203.834861     10927.060604
2829.000000     1835.183990     25.853787     9009.124333     204.599372     10844.308323
2892.230000     1843.729856     26.183083     8941.787931     205.152848     10785.517787
3029.490000     1862.621753     26.921549     8795.275245     206.385032     10657.896998
3191.510000     1885.544180     27.837241     8621.713829     207.896317     10507.258010
3434.800000     1921.304920     29.309719     8359.757317     210.290337     10281.062237
3580.000000     1943.460843     30.249421     8202.605042     211.796290     10146.065885
3627.500000     1950.847194     30.567438     8151.056760     212.302280     10101.903954
3979.230000     2007.799860     33.100874     7767.090466     216.271478     9774.890326
4164.920000     2039.584754     34.578950     7562.660603     218.540275     9602.245357
