This file was generated by QKinz.


Protons:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
5804.300000     731.809918     5.383408     13527.302724     440.740235     14259.112642
5828.300000     732.605164     5.397865     13591.870127     454.727771     14324.475291
5833.000000     732.761130     5.400704     13604.736436     457.608369     14337.497566
5878.000000     734.258272     5.427997     13731.905139     487.944321     14466.163411
6093.300000     741.519007     5.561605     14485.179468     833.012364     15226.698475
6285.600000     748.144274     5.685325     15873.194653     894.927393     16621.338927
6375.300000     751.281196     5.744508     15783.774565     481.236106     16535.055762
6496.400000     755.564231     5.825945     15663.007928     163.212404     16418.572159
7075.600000     776.847711     6.241531     15084.658774     164.445604     15861.506485
7400.000000     789.380940     6.494866     14760.161841     165.178379     15549.542781
7472.700000     792.253637     6.553842     14687.380007     165.347035     15479.633644
7513.300000     793.868379     6.587143     14646.724452     165.441953     15440.592830
7529.900000     794.530769     6.600834     14630.099686     165.480914     15424.630455
7605.600000     797.567572     6.663838     14554.271516     165.659713     15351.839088
8564.940000     838.504809     7.551127     13590.981860     168.099508     14429.486669
8629.000000     841.412043     7.616872     13526.492604     168.274911     14367.904647
8639.180000     841.876180     7.627402     13516.242342     168.302940     14358.118522
8693.600000     844.367391     7.684082     13461.437118     168.453513     14305.804510
8700.800000     844.698261     7.691630     13454.184932     168.473528     14298.883194
8718.600000     845.517529     7.710341     13436.254686     168.523102     14281.772215
8719.100000     845.540569     7.710868     13435.751002     168.524496     14281.291571
8719.300000     845.549785     7.711078     13435.549528     168.525054     14281.099313
8727.700000     845.937076     7.719934     13427.087421     168.548498     14273.024497
8731.900000     846.130875     7.724368     13422.856220     168.560230     14268.987095
8734.500000     846.250897     7.727115     13420.236857     168.567497     14266.487753
8738.600000     846.440242     7.731450     13416.106245     168.578963     14262.546487
8743.300000     846.657416     7.736424     13411.371038     168.592115     14258.028454
8743.700000     846.675905     7.736847     13410.968037     168.593235     14257.643941
8746.500000     846.805353     7.739813     13408.146998     168.601075     14254.952350
8747.500000     846.851595     7.740872     13407.139473     168.603876     14253.991068
8750.500000     846.990357     7.744052     13404.116866     168.612281     14251.107223
9807.900000     899.411715     9.006892     12335.362576     171.836246     13234.774291
9830.900000     900.635935     9.037875     12312.034259     171.912724     13212.670194
9842.900000     901.276191     9.054106     12299.861471     171.952744     13201.137662
9855.900000     901.970993     9.071742     12286.673126     171.996190     13188.644119
9864.000000     902.404535     9.082758     12278.455162     172.023309     13180.859697
Ex(e+de) = a0 + a1(e+de) + a2(e+de)^2
chi-squared: 0.000541, a0 = 23.535298MeV, a1 = -1.032891, a2 = -0.000315(MeV)^-1



Deutrons:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
0.000000     1501.866658     16.264529     12180.088552     197.143065     13681.955210
40.840000     1505.320859     16.364382     12138.309023     197.361344     13643.629882
243.420000     1522.738035     16.874246     11930.789238     198.466916     13453.527273
287.810000     1526.618852     16.989310     11885.253310     198.714385     13411.872162
390.130000     1535.654593     17.259289     11780.202584     199.292183     13315.857177
426.190000     1538.869457     17.356050     11743.150089     199.498306     13282.019545
548.310000     1549.877076     17.690166     11617.549904     200.206256     13167.426980
637.460000     1558.032318     17.940526     11525.740953     200.732956     13083.773271
644.820000     1558.710176     17.961444     11518.156895     200.776819     13076.867071
674.960000     1561.493438     18.047510     11487.092054     200.957059     13048.585492
698.310000     1563.657854     18.114634     11463.017457     201.097375     13026.675311
727.720000     1566.394217     18.199741     11432.684668     201.274961     12999.078885
755.800000     1569.017533     18.281590     11403.712994     201.445411     12972.730527
915.330000     1584.123055     18.757812     11238.916813     202.430744     12823.039868
982.710000     1590.608269     18.964857     11169.208063     202.855802     12759.816332
1023.020000     1594.518535     19.090453     11127.474565     203.112684     12721.993100
1051.600000     1597.304918     19.180299     11097.871387     203.296006     12695.176304
1077.200000     1599.810693     19.261344     11071.345017     203.461062     12671.155710
1141.660000     1606.162099     19.467828     11004.510696     203.880258     12610.672795
1144.100000     1606.403707     19.475713     11001.979638     203.896228     12608.383345
1221.510000     1614.114329     19.728501     10921.635436     204.406794     12535.749765
1248.670000     1616.840772     19.818424     10893.424920     204.587752     12510.265692
1285.120000     1620.517212     19.940128     10855.547709     204.832114     12476.064920
1346.300000     1626.733338     20.147077     10791.926961     205.246204     12418.660299
1354.300000     1627.550408     20.174390     10783.603577     205.300720     12411.153985
1367.000000     1628.849535     20.217868     10770.388181     205.387440     12399.237716
1370.520000     1629.210049     20.229945     10766.724891     205.411515     12395.934940
1373.900000     1629.556405     20.241552     10763.207120     205.434648     12392.763525
1403.300000     1632.576569     20.342961     10732.601290     205.636515     12365.177859
1410.200000     1633.287334     20.366878     10725.416343     205.684062     12358.703676
1416.100000     1633.895680     20.387364     10719.272102     205.724770     12353.167782
1427.500000     1635.072672     20.427039     10707.398639     205.803562     12342.471311
1429.580000     1635.287642     20.434291     10705.232033     205.817958     12340.519675
1433.000000     1635.641249     20.446224     10701.669485     205.841640     12337.310734
1485.670000     1641.110330     20.631402     10646.780883     206.208406     12287.891213
1504.900000     1643.118096     20.699673     10626.729894     206.343279     12269.847990
1507.300000     1643.369090     20.708219     10624.227016     206.360148     12267.596106
1511.200000     1643.777152     20.722117     10620.159643     206.387578     12263.936795
1525.910000     1645.318477     20.774673     10604.816150     206.491233     12250.134627
1568.060000     1649.754319     20.926442     10560.831624     206.789950     12210.585943
1581.600000     1651.185381     20.975567     10546.696198     206.886449     12197.881578
1677.640000     1661.422503     21.329325     10446.346310     207.578602     12107.768813
1679.100000     1661.579309     21.334775     10444.819610     207.589230     12106.398919
1682.100000     1661.901626     21.345982     10441.682442     207.611076     12103.584068
1710.510000     1664.961454     21.452574     10411.965973     207.818634     12076.927427
1736.300000     1667.750895     21.550069     10384.978189     208.008105     12052.729083
1745.000000     1668.694430     21.583116     10375.871581     208.072249     12044.566011
1759.500000     1670.269854     21.638374     10360.691035     208.179412     12030.960889
1820.300000     1676.915056     21.872535     10296.998109     208.632289     11973.913165
1827.600000     1677.717214     21.900919     10289.346466     208.687050     11967.063680
1843.000000     1679.412481     21.960991     10273.201596     208.802849     11952.614077
1916.720000     1687.585428     22.252210     10195.858117     209.362397     11883.443545
1981.390000     1694.834699     22.512756     10127.929651     209.860483     11822.764350
2067.500000     1704.605186     22.867270     10037.362730     210.534460     11741.967916
2145.900000     1713.620372     23.197816     9954.784972     211.159067     11668.405344
2147.990000     1713.862283     23.206732     9952.582013     211.175864     11666.444295
2154.700000     1714.639503     23.235392     9945.508792     211.229843     11660.148295
2160.640000     1715.328247     23.260810     9939.246536     211.277693     11654.574783
2239.500000     1724.536099     23.602496     9856.043959     211.918891     11580.580058
2295.330000     1731.127839     23.849247     9797.066336     212.379622     11528.194175
2444.100000     1748.995797     24.527183     9639.604363     213.635744     11388.600160
2518.700000     1758.125834     24.878752     9560.474603     214.281711     11318.600437
2622.700000     1771.049732     25.382441     9449.962688     215.200923     11221.012421
2638.600000     1773.046059     25.460879     9433.046514     215.343419     11206.092572
2740.000000     1785.907746     25.970323     9325.034635     216.264757     11110.942381
2829.000000     1797.386149     26.431005     9230.040268     217.091839     11027.426417
2892.230000     1805.651346     26.766275     9162.440269     217.690243     10968.091615
3029.490000     1823.918231     27.517900     9015.366155     219.021334     10839.284385
3191.510000     1846.073777     28.449446     8841.162318     220.651832     10687.236095
3434.800000     1880.619082     29.946318     8578.286626     223.229991     10458.905708
3580.000000     1902.010079     30.900865     8420.614525     224.848835     10322.624604
3627.500000     1909.139362     31.223777     8368.901243     225.392249     10278.040604
3979.230000     1964.074543     33.793821     7983.799087     229.646198     9947.873630
4164.920000     1994.705567     35.291259     7778.837918     232.070774     9773.543484
4447.230000     2043.649458     37.783061     7464.816849     236.026272     9508.466307
4628.940000     2076.793517     39.541780     7261.027130     238.763659     9337.820647
4746.350000     2098.944741     40.750181     7128.602107     240.620443     9227.546848
4999.950000     2148.909856     43.575708     6840.412389     244.891578     8989.322245
5048.290000     2158.781902     44.150698     6785.124673     245.749398     8943.906575
5619.590000     2285.020960     52.015285     6121.962417     257.148151     8406.983377
6008.110000     2382.643341     58.792141     5658.966019     266.551052     8041.609360
7100.820000     2730.932754     88.836583     4281.617057     305.171836     7012.549811
7619.830000     2954.676947     114.170396     3568.044559     335.332493     6522.721506
Ex(e+de) = a0 + a1(e+de) + a2(e+de)^2
chi-squared: 0.000116, a0 = 14.499985MeV, a1 = -1.050850, a2 = -0.000672(MeV)^-1



Tritons:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
0.000000     2526.058512     43.973891     8174.475471     254.733265     10700.533984
475.100000     2621.384211     48.968907     7642.816055     262.399000     10264.200266
970.060000     2731.226278     55.239446     7078.264888     271.654845     9809.491166
1310.540000     2814.131856     60.362963     6682.464689     278.965171     9496.596545
1394.200000     2835.536827     61.743243     6584.162684     280.900665     9419.699511
1660.460000     2906.654039     66.506015     6268.264986     287.480196     9174.919025
1732.600000     2926.756802     67.903011     6181.829298     289.382913     9108.586100
1904.180000     2976.114031     71.431220     5974.680419     294.138067     8950.794451
1932.660000     2984.526240     72.046761     5940.073563     294.960627     8924.599804
1942.480000     2987.441782     72.261079     5928.125791     295.246552     8915.567573
2088.860000     3031.840667     75.588115     5749.075404     299.654942     8780.916072
2203.420000     3067.872440     78.377494     5607.643136     303.309285     8675.515576
2295.100000     3097.570388     80.738533     5493.582328     306.374708     8591.152715
2336.470000     3111.233523     81.844003     5441.847061     307.801646     8553.080584
2358.190000     3118.473992     82.434803     5414.617028     308.562135     8533.091019
2399.020000     3132.212247     83.565379     5363.299797     310.013417     8495.512045
2472.460000     3157.352031     85.667136     5270.561161     312.697725     8427.913192
2583.750000     3196.544892     89.030556     5128.913656     316.958186     8325.458548
2584.600000     3196.849499     89.057119     5127.826453     316.991667     8324.675953
2611.720000     3206.611296     89.911863     5093.094620     318.067690     8299.705916
2627.150000     3212.202851     90.404527     5073.295743     318.686722     8285.498594
2684.120000     3233.088330     92.264688     4999.951080     321.016423     8233.039410
2720.710000     3246.706433     93.494752     4952.637169     322.550548     8199.343602
2728.340000     3249.566693     93.754848     4942.750129     322.874297     8192.316822
2792.630000     3273.954545     95.997399     4859.150854     325.656603     8133.105399
2840.490000     3292.451820     97.728375     4796.569387     327.793405     8089.021207
2857.100000     3298.941444     98.341916     4774.779177     328.548600     8073.720621
2924.200000     3325.535722     100.890605     4686.369264     331.673813     8011.904986
2932.740000     3328.964773     101.223304     4675.072148     332.080384     8004.036921
3001.610000     3356.995469     103.978467     4583.584963     335.435428     7940.580432
3015.720000     3362.822941     104.559297     4564.755438     336.140078     7927.578378
3019.300000     3364.306154     104.707577     4559.973269     336.319824     7924.279423
3042.000000     3373.755211     105.656503     4529.605650     337.468736     7903.360861
3065.540000     3383.635710     106.656723     4498.031396     338.677207     7881.667105
3092.100000     3394.885443     107.805570     4462.303386     340.062083     7857.188829
3198.580000     3441.108072     112.640350     4317.931425     345.854529     7759.039497
3259.780000     3468.525714     115.597627     4234.090656     349.370613     7702.616370
3277.100000     3476.402952     116.459929     4210.243774     350.392184     7686.646726
3323.100000     3497.584309     118.807175     4146.645471     353.164856     7644.229779
3372.700000     3520.859247     121.435342     4077.628462     356.255716     7598.487710
3454.400000     3560.229213     126.001043     3962.900321     361.592614     7523.129534
3521.200000     3593.424484     129.972104     3868.078017     366.202674     7461.502500
3547.000000     3606.499148     131.567663     3831.198259     368.047076     7437.697407
3653.700000     3662.158982     138.566925     3677.070152     376.087616     7339.229134
3739.500000     3708.892067     144.714287     3551.134010     383.086467     7260.026077
3779.500000     3731.323971     147.757254     3491.770536     386.530690     7223.094507
3790.100000     3737.340098     148.583855     3475.966774     387.464077     7213.306872
3853.100000     3773.738640     153.682186     3381.389668     393.200971     7155.128308
3942.800000     3827.565010     161.540666     3244.707597     401.979892     7072.272608
3947.000000     3830.146030     161.927451     3238.246442     402.410090     7068.392472
4051.800000     3896.433390     172.191647     3075.122379     413.766245     6971.555769
4082.000000     3916.242680     175.387828     3027.401266     417.280045     6943.643946
4132.800000     3950.329110     181.034771     2946.356978     423.463978     6896.686088
4286.300000     4059.729962     200.529936     2695.011631     444.598487     6754.741594
4332.100000     4094.441097     207.197799     2617.931952     451.758584     6712.373049
4380.600000     4132.354325     214.776190     2535.143941     459.858485     6667.498266
4467.200000     4203.275795     229.861380     2384.073097     475.871721     6587.348892
4589.700000     4311.670521     255.591352     2162.251930     502.888621     6473.922451
4818.700000     4547.428833     327.793613     1714.283236     577.157809     6261.712069
4991.000000     4767.055206     436.388424     1334.828445     685.855324     6101.883651
5119.200000     4970.372931     582.149969     1012.492631     830.134641     5982.865562
5136.300000     5001.405949     573.405281     965.577722     822.772419     5966.983671
Ex(e+de) = a0 + a1(e+de) + a2(e+de)^2
chi-squared: 0.000008, a0 = 11.532225MeV, a1 = -1.064599, a2 = -0.001241(MeV)^-1



Helium-3:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
Ex(e+de) = a0 + a1(e+de) + a2(e+de)^2
chi-squared: 0.000008, a0 = 11.532225MeV, a1 = -1.064599, a2 = -0.001241(MeV)^-1



Alphas:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
0.000000     7381.796883     123.059118     15733.478028     504.187293     23115.274911
1332.518000     7808.377822     147.212037     14080.012083     538.773278     21888.389905
2158.640000     8109.443011     166.413109     13017.430956     564.944613     21126.873967
2284.870000     8158.365925     169.715884     12852.083327     569.349210     21010.449252
2505.766000     8246.025432     175.767644     12560.641714     577.353600     20806.667146
2626.080000     8294.910497     179.218728     12400.739391     581.881557     20695.649887
3119.700000     8504.533121     194.660652     11735.450004     601.843270     20239.983125
3124.020000     8506.435647     194.805726     11729.558248     602.028638     20235.993895
3186.020000     8533.877194     196.908363     11644.861142     604.711006     20178.738336
3194.020000     8537.436798     197.182502     11633.913352     605.060145     20171.350150
3269.380000     8571.181622     199.797340     11530.567611     608.383707     20101.749233
3318.700000     8593.477733     201.541046     11462.716439     610.593426     20056.194173
3381.000000     8621.885268     203.781354     11376.759970     613.424874     19998.645238
3393.500000     8627.618158     204.236018     11359.479703     613.998482     19987.097861
3588.100000     8718.334921     211.546369     11088.965428     623.175141     19807.300350
3619.550000     8733.261013     212.770329     11044.976628     624.703319     19778.237641
3670.710000     8757.703426     214.787753     10973.254633     627.217177     19730.958060
3700.000000     8771.788502     215.957750     10932.099478     628.672264     19703.887980
3730.670000     8786.609318     217.194777     10888.931850     630.208498     19675.541168
3736.100000     8789.241024     217.415071     10881.281314     630.481838     19670.522338
3875.000000     8857.366479     223.185235     10684.759000     637.616450     19542.125479
3887.800000     8863.723799     223.730394     10666.568145     638.288079     19530.291944
3895.000000     8867.305778     224.038068     10656.329696     638.666947     19523.635474
3925.800000     8882.677607     225.362609     10612.482098     640.296483     19495.159704
4007.900000     8924.044966     228.961008     10495.203242     644.711407     19419.248207
4020.450000     8930.419457     229.519934     10477.223846     645.395604     19407.643303
4035.000000     8937.826926     230.170931     10456.361786     646.191986     19394.188713
4039.670000     8940.208356     230.380563     10449.661874     646.448316     19389.870230
4078.540000     8960.104026     232.138472     10393.820715     648.595559     19353.924741
4116.000000     8979.404508     233.855014     10339.876475     650.688417     19319.280983
4165.410000     9005.054569     236.153521     10268.527760     653.484952     19273.582329
4191.000000     9018.426227     237.359622     10231.486766     654.949735     19249.912994
4265.130000     9057.503259     240.915516     10123.837827     659.257878     19181.341086
4294.500000     9073.127937     242.350447     10081.042859     660.992042     19154.170797
4300.000000     9076.063011     242.620841     10073.019565     661.318547     19149.082576
4319.000000     9086.224591     243.559043     10045.280129     662.450773     19131.504720
4334.700000     9094.647407     244.339148     10022.332021     663.391418     19116.979428
4341.000000     9098.033946     244.653428     10013.116752     663.770173     19111.150697
4355.700000     9105.950816     245.389538     9991.599265     664.656847     19097.550081
4399.400000     9129.610503     247.601176     9927.505776     667.317096     19057.116279
4407.450000     9133.989347     248.012440     9915.678266     667.811164     19049.667614
4450.000000     9157.241696     250.206555     9853.052667     670.443817     19010.294363
4493.440000     9181.168168     252.482391     9788.926371     673.168858     18970.094539
4535.700000     9204.629546     254.731998     9726.354204     675.856920     18930.983750
4548.800000     9211.939693     255.436607     9706.919674     676.697735     18918.859367
4579.100000     9228.916514     257.079738     9661.898352     678.656439     18890.814866
4760.500000     9332.613250     267.325452     9390.272893     690.806995     18722.886143
4768.000000     9336.978683     267.764803     9378.963239     691.325680     18715.941922
4781.000000     9344.560496     268.529429     9359.344551     692.227926     18703.905046
4800.000000     9355.676141     269.654047     9330.636030     693.553930     18686.312171
4844.200000     9381.694857     272.303343     9263.688340     696.672863     18645.383197
4849.000000     9384.534026     272.593874     9256.404194     697.014491     18640.938220
4859.000000     9390.457590     273.200945     9241.220133     697.728078     18631.677723
4958.000000     9449.739287     279.345266     9090.250166     704.931347     18539.989453
4970.000000     9457.005005     280.107037     9071.869557     705.822026     18528.874562
4985.720000     9466.549724     281.110671     9047.763949     706.994710     18514.313672
5015.100000     9484.469978     283.004006     9002.628854     709.204542     18487.098832
5048.300000     9504.849503     285.171556     8951.494166     711.730603     18456.343669
5090.000000     9530.643753     287.937170     8887.067915     714.947813     18417.711668
5106.000000     9540.599798     289.011317     8862.288215     716.195619     18402.888012
5120.000000     9549.338428     289.957203     8840.578510     717.293631     18389.916937
