This file was generated by QKinz.


Protons:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
4416.000000     689.182946     4.610679     11258.609507     182.687295     11947.792452
4420.400000     689.310041     4.612763     11263.639185     183.000276     11952.949226
4432.900000     689.671400     4.618690     11277.974089     183.895674     11967.645489
4457.100000     690.372215     4.630200     11305.922251     185.655933     11996.294466
4498.500000     691.574892     4.649993     11354.346258     188.752118     12045.921149
4498.800000     691.583624     4.650137     11354.700027     188.774957     12046.283651
4501.200000     691.653493     4.651289     11357.531689     188.957882     12049.185182
4507.100000     691.825321     4.654122     11364.504266     189.409187     12056.329587
4511.500000     691.953527     4.656236     11369.714749     189.747257     12061.668277
4517.000000     692.113861     4.658881     11376.240641     190.171667     12068.354502
4531.200000     692.528205     4.665721     11393.155460     191.276878     12085.683666
4533.000000     692.580768     4.666589     11395.306445     191.417959     12087.887214
4577.500000     693.883127     4.688131     11448.982583     194.978299     12142.865710
4593.200000     694.343941     4.695768     11468.153134     196.268691     12162.497076
4598.000000     694.484966     4.698107     11474.038938     196.666889     12168.523904
4637.000000     695.633212     4.717177     11522.298410     199.968115     12217.931622
4644.200000     695.845668     4.720711     11531.294344     200.590732     12227.140012
4647.200000     695.934235     4.722185     11535.050727     200.851397     12230.984962
4753.100000     699.077165     4.774667     11670.809077     210.550090     12369.886242
4789.200000     700.155947     4.792765     11718.558291     214.095115     12418.714238
4796.200000     700.365567     4.796287     11727.908021     214.797751     12428.273589
4805.700000     700.650281     4.801073     11740.645002     215.759480     12441.295283
4810.200000     700.785237     4.803342     11746.697763     216.218351     12447.483000
4839.200000     701.656376     4.818009     11786.008913     219.227923     12487.665289
4869.700000     702.575237     4.833509     11827.934955     222.494764     12530.510192
4919.900000     704.093569     4.859191     11898.290853     228.113731     12602.384422
4955.400000     705.171807     4.877481     11949.101881     232.282411     12654.273688
5016.200000     707.027236     4.909056     12038.274589     239.833817     12745.301825
5053.200000     708.161813     4.928427     12093.940048     244.706886     12802.101861
5073.200000     708.776826     4.938947     12124.491411     247.435615     12833.268237
5101.200000     709.639889     4.953734     12167.827232     251.374180     12877.467121
5140.200000     710.846009     4.974446     12229.325190     257.104912     12940.171198
5162.200000     711.528445     4.986189     12264.623284     260.471845     12976.151730
5226.200000     713.522228     5.020598     12369.940778     270.872019     13083.463006
5253.000000     714.360910     5.035116     12415.268272     275.519647     13129.629182
5274.200000     715.025937     5.046647     12451.664794     279.330038     13166.690730
5292.000000     715.585399     5.056361     12482.604877     282.625869     13198.190276
5304.000000     715.963127     5.062926     12503.664535     284.899732     13219.627662
5312.200000     716.221503     5.067420     12518.150293     286.478413     13234.371796
5319.500000     716.451699     5.071425     12531.111959     287.901234     13247.563658
5335.600000     716.959988     5.080277     12559.921377     291.098872     13276.881366
5359.300000     717.709712     5.093352     12602.901924     295.961822     13320.611636
5366.200000     717.928322     5.097168     12615.546424     297.414042     13333.474746
5401.000000     719.033191     5.116484     12680.252978     305.004673     13399.286170
5413.900000     719.443740     5.123673     12704.647413     307.937549     13424.091153
5543.300000     723.591712     5.196665     12962.927915     341.656536     13686.519627
5566.000000     724.324999     5.209637     13011.059545     348.539821     13735.384545
5572.200000     724.525575     5.213188     13024.367880     350.479991     13748.893455
5579.300000     724.755422     5.217260     13039.695737     352.734956     13764.451158
5592.300000     725.176699     5.224729     13068.007972     356.958663     13793.184671
5601.900000     725.488155     5.230255     13089.125088     360.159604     13814.613243
5735.300000     729.847879     5.307993     13403.385475     413.694080     14133.233354
5797.300000     731.894550     5.344738     13565.171251     446.578876     14297.065801
5804.300000     732.126448     5.348911     13584.188702     450.740617     14316.315151
5828.300000     732.922803     5.363259     13650.662811     465.842536     14383.585614
5833.000000     733.078987     5.366076     13663.920175     468.963287     14396.999162
5878.000000     734.578220     5.393162     13795.169089     502.067020     14529.747309
6093.300000     741.849166     5.525753     14584.982916     972.718765     15326.832082
6285.600000     748.483851     5.648528     15837.845012     788.383860     16586.328863
6375.300000     751.625266     5.707257     15748.520790     330.260195     16500.146056
6496.400000     755.914471     5.788069     15627.883899     161.743621     16383.798370
7075.600000     777.229208     6.200444     15050.160509     162.942716     15827.389717
7400.000000     789.781310     6.451805     14726.017880     163.655389     15515.799190
7472.700000     792.658380     6.510320     14653.315831     163.819436     15445.974211
7513.300000     794.275589     6.543360     14612.704893     163.911762     15406.980482
7529.900000     794.938993     6.556944     14596.098382     163.949660     15391.037375
7605.600000     797.980454     6.619454     14520.353555     164.123585     15318.334010
8564.940000     838.982477     7.499717     13558.133585     166.497600     14397.116063
8629.000000     841.894452     7.564936     13493.716661     166.668326     14335.611114
8639.180000     842.359348     7.575382     13483.477904     166.695609     14325.837252
8693.600000     844.854639     7.631608     13428.734233     166.842174     14273.588872
8700.800000     845.186052     7.639096     13421.490197     166.861656     14266.676249
8718.600000     846.006666     7.657657     13403.580105     166.909911     14249.586771
8719.100000     846.029743     7.658180     13403.076987     166.911269     14249.106730
8719.300000     846.038975     7.658389     13402.875740     166.911812     14248.914714
8727.700000     846.426902     7.667174     13394.423147     166.934632     14240.850049
8731.900000     846.621019     7.671572     13390.196704     166.946053     14236.817724
8734.500000     846.741239     7.674297     13387.580286     166.953127     14234.321525
8738.600000     846.930895     7.678597     13383.454320     166.964287     14230.385215
8743.300000     847.148427     7.683531     13378.724439     166.977090     14225.872866
8743.700000     847.166946     7.683951     13378.321890     166.978180     14225.488836
8746.500000     847.296607     7.686893     13375.504025     166.985812     14222.800631
8747.500000     847.342925     7.687944     13374.497633     166.988538     14221.840559
8750.500000     847.481916     7.691098     13371.478427     166.996720     14218.960343
9807.900000     899.992619     8.943713     12303.938392     170.136208     13203.931011
9830.900000     901.218999     8.974443     12280.636839     170.210710     13181.855838
9842.900000     901.860386     8.990541     12268.478022     170.249697     13170.338408
9855.900000     902.556415     9.008033     12255.304816     170.292021     13157.861231
9864.000000     902.990725     9.018959     12247.096287     170.318440     13150.087011
Ex(e+de) = a0 + a1(e+de) + a2(e+de)^2
chi-squared: 0.000491, a0 = 23.530257MeV, a1 = -1.035703, a2 = -0.000258(MeV)^-1



Deutrons:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
0.000000     1503.892634     16.115336     12134.322417     194.472883     13638.215051
40.840000     1507.357340     16.214201     12092.601240     194.685841     13599.958580
243.420000     1524.827913     16.719019     11885.371081     195.764572     13410.198994
287.810000     1528.720725     16.832945     11839.898653     196.006059     13368.619378
390.130000     1537.784532     17.100256     11734.994335     196.569928     13272.778867
426.190000     1541.009428     17.196060     11697.993448     196.771095     13239.002876
548.310000     1552.051585     17.526875     11572.568078     197.462072     13124.619663
637.460000     1560.232603     17.774762     11480.886772     197.976194     13041.119375
644.820000     1560.912610     17.795474     11473.313253     198.019012     13034.225863
674.960000     1563.704710     17.880690     11442.291570     198.194959     13005.996280
698.310000     1565.876012     17.947152     11418.250409     198.331936     12984.126421
727.720000     1568.621097     18.031419     11387.959735     198.505302     12956.580831
755.800000     1571.252791     18.112460     11359.028270     198.671705     12930.281061
915.330000     1586.406881     18.583987     11194.460528     199.633734     12780.867409
982.710000     1592.913117     18.788994     11124.848250     200.048785     12717.761367
1023.020000     1596.836109     18.913353     11083.172460     200.299633     12680.008569
1051.600000     1599.631582     19.002314     11053.610194     200.478655     12653.241775
1077.200000     1602.145549     19.082562     11027.120467     200.639844     12629.266016
1141.660000     1608.517787     19.287016     10960.378399     201.049238     12568.896186
1144.100000     1608.760189     19.294823     10957.850832     201.064834     12566.611022
1221.510000     1616.496241     19.545126     10877.617385     201.563499     12494.113626
1248.670000     1619.231711     19.634166     10849.445719     201.740248     12468.677430
1285.120000     1622.920353     19.754675     10811.620637     201.978935     12434.540990
1346.300000     1629.157186     19.959593     10748.087364     202.383429     12377.244550
1354.300000     1629.976986     19.986638     10739.775415     202.436683     12369.752401
1367.000000     1631.280455     20.029690     10726.578173     202.521399     12357.858628
1370.520000     1631.642175     20.041648     10722.919914     202.544917     12354.562089
1373.900000     1631.989690     20.053142     10719.406974     202.567515     12351.396664
1403.300000     1635.019971     20.153556     10688.843161     202.764719     12323.863131
1410.200000     1635.733120     20.177239     10681.668072     202.811169     12317.401193
1416.100000     1636.343508     20.197524     10675.532263     202.850938     12311.875770
1427.500000     1637.524453     20.236810     10663.675087     202.927913     12301.199540
1429.580000     1637.740145     20.243991     10661.511453     202.941976     12299.251598
1433.000000     1638.094941     20.255807     10657.953791     202.965113     12296.048732
1485.670000     1643.582444     20.439170     10603.140422     203.323434     12246.722866
1504.900000     1645.596991     20.506773     10583.116893     203.455207     12228.713884
1507.300000     1645.848833     20.515235     10580.617442     203.471689     12226.466275
1511.200000     1646.258276     20.528998     10576.555637     203.498489     12222.813912
1525.910000     1647.804816     20.581039     10561.233145     203.599764     12209.037961
1568.060000     1652.255702     20.731322     10517.308781     203.891632     12169.564483
1581.600000     1653.691628     20.779968     10503.192675     203.985921     12156.884303
1677.640000     1663.963698     21.130268     10402.979758     204.662266     12066.943456
1679.100000     1664.121041     21.135665     10401.455139     204.672651     12065.576180
1682.100000     1664.444462     21.146762     10398.322248     204.694000     12062.766710
1710.510000     1667.514792     21.252314     10368.646267     204.896833     12036.161059
1736.300000     1670.313826     21.348857     10341.695227     205.081996     12012.009053
1745.000000     1671.260611     21.381581     10332.601012     205.144683     12003.861623
1759.500000     1672.841467     21.436300     10317.441117     205.249413     11990.282584
1820.300000     1679.509649     21.668178     10253.834743     205.692027     11933.344392
1827.600000     1680.314588     21.696286     10246.193487     205.745550     11926.508076
1843.000000     1682.015739     21.755772     10230.070527     205.858731     11912.086267
1916.720000     1690.217159     22.044156     10152.831864     206.405656     11843.049023
1981.390000     1697.491829     22.302169     10084.995252     206.892546     11782.487081
2067.500000     1707.296767     22.653241     9994.550486     207.551433     11701.847253
2145.900000     1716.343964     22.980583     9912.083782     208.162116     11628.427746
2147.990000     1716.586736     22.989412     9909.883781     208.178539     11626.470517
2154.700000     1717.366727     23.017794     9902.820057     208.231317     11620.186784
2160.640000     1718.057928     23.042967     9896.566206     208.278103     11614.624134
2239.500000     1727.298738     23.381346     9813.475131     208.905080     11540.773869
2295.330000     1733.914210     23.625714     9754.576333     209.355630     11488.490543
2444.100000     1751.847087     24.297116     9597.323901     210.584157     11349.170988
2518.700000     1761.010628     24.645306     9518.298911     211.216024     11279.309540
2622.700000     1773.982343     25.144165     9407.932684     212.115279     11181.915027
2638.600000     1775.986096     25.221852     9391.038742     212.254693     11167.024839
2740.000000     1788.895897     25.726428     9283.168380     213.156173     11072.064277
2829.000000     1800.417627     26.182720     9188.297813     213.965536     10988.715440
2892.230000     1808.714250     26.514803     9120.785518     214.551183     10929.499769
3029.490000     1827.051275     27.259307     8973.901016     215.854085     10800.952291
3191.510000     1849.293174     28.182075     8799.919482     217.450407     10649.212656
3434.800000     1883.975974     29.664960     8537.374040     219.975317     10421.350014
3580.000000     1905.453886     30.610665     8379.896684     221.561219     10285.350570
3627.500000     1912.612443     30.930600     8328.246682     222.093659     10240.859125
3979.230000     1967.778457     33.477218     7943.605568     226.263168     9911.384025
4164.920000     1998.542331     34.961235     7738.881575     228.640772     9737.423906
4447.230000     2047.704880     37.431096     7425.210972     232.521423     9472.915852
4628.940000     2081.001609     39.174637     7221.639228     235.208302     9302.640837
4746.350000     2103.257001     40.372761     7089.351381     237.031422     9192.608381
4999.950000     2153.463546     43.174762     6801.446638     241.226944     8954.910184
5048.290000     2163.384379     43.745053     6746.211287     242.069883     8909.595666
5619.590000     2290.280719     51.548516     6083.607827     253.280546     8373.888546
6008.110000     2388.457105     58.277702     5620.907426     262.541747     8009.364531
7100.820000     2739.117416     88.174335     4243.691014     300.709355     6982.808430
7619.830000     2964.799991     113.475988     3529.435520     330.666676     6494.235511
Ex(e+de) = a0 + a1(e+de) + a2(e+de)^2
chi-squared: 0.000109, a0 = 14.491364MeV, a1 = -1.054614, a2 = -0.000600(MeV)^-1



Tritons:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
0.000000     2532.304567     43.534804     8122.084585     250.524719     10654.389152
475.100000     2628.180017     48.488113     7590.959537     258.053983     10219.139554
970.060000     2738.698493     54.710212     7026.886049     267.155674     9765.584542
1310.540000     2822.147489     59.797552     6631.351809     274.352532     9453.499298
1394.200000     2843.697635     61.168629     6533.105518     276.259218     9376.803152
1660.460000     2915.312275     65.901459     6217.355218     282.744716     9132.667492
1732.600000     2935.559991     67.290217     6130.950747     284.621369     9066.510739
1904.180000     2985.281578     70.798744     5923.859089     289.313620     8909.140667
1932.660000     2993.757114     71.411018     5889.259237     290.125625     8883.016351
1942.480000     2996.694689     71.624210     5877.313706     290.407903     8874.008395
2088.860000     3041.434598     74.934556     5698.285584     294.761549     8739.720182
2203.420000     3077.750903     77.711095     5556.855025     298.372633     8634.605928
2295.100000     3107.688787     80.062102     5442.784595     301.403265     8550.473381
2336.470000     3121.463995     81.163141     5391.041548     302.814476     8512.505543
2358.190000     3128.764291     81.751644     5363.806534     303.566706     8492.570826
2399.020000     3142.616908     82.877961     5312.478219     305.002463     8455.095127
2472.460000     3167.968862     84.972282     5219.713742     307.658877     8387.682604
2583.750000     3207.500163     88.325128     5078.011569     311.877274     8285.511732
2584.600000     3207.807438     88.351614     5076.923872     311.910435     8284.731310
2611.720000     3217.655038     89.203936     5042.175652     312.976272     8259.830689
2627.150000     3223.296013     89.695254     5022.366895     313.589522     8245.662908
2684.120000     3244.367859     91.550654     4948.982143     315.897989     8193.350002
2720.710000     3258.109009     92.777853     4901.639377     317.418582     8159.748386
2728.340000     3260.995268     93.037372     4891.746005     317.739521     8152.741273
2792.630000     3285.607017     95.275375     4808.088866     320.498347     8093.695882
2840.490000     3304.276798     97.003362     4745.458880     322.617930     8049.735678
2857.100000     3310.827504     97.615955     4723.650697     323.367208     8034.478201
2924.200000     3337.675175     100.161327     4635.161948     326.468891     7972.837123
2932.740000     3341.137264     100.493668     4623.854057     326.872514     7964.991322
3001.610000     3369.441223     103.246534     4532.273549     330.204231     7901.714772
3015.720000     3375.326229     103.827033     4513.423442     330.904209     7888.749671
3019.300000     3376.824126     103.975238     4508.635970     331.082776     7885.460097
3042.000000     3386.367116     104.923761     4478.233943     332.224276     7864.601059
3065.540000     3396.346554     105.923715     4446.622558     333.425180     7842.969112
3092.100000     3407.709843     107.072455     4410.850832     334.801674     7818.560675
3198.580000     3454.409396     111.909149     4266.283013     340.562460     7720.692409
3259.780000     3482.118043     114.869514     4182.313575     344.062034     7664.431618
3277.100000     3490.080038     115.732994     4158.427984     345.079198     7648.508022
3323.100000     3511.491899     118.084089     4094.721703     347.840796     7606.213602
3372.700000     3535.024580     120.717695     4025.579443     350.920858     7560.604022
3454.400000     3574.841475     125.295725     3910.623463     356.243006     7485.464938
3521.200000     3608.424675     129.280545     3815.593165     360.844366     7424.017840
3547.000000     3621.655012     130.882442     3778.627425     362.686354     7400.282437
3653.700000     3677.996502     137.915117     3624.107048     370.723630     7302.103550
3739.500000     3725.326727     144.099570     3497.807849     377.729497     7223.134576
3779.500000     3748.053718     147.163656     3438.258845     381.180631     7186.312563
3790.100000     3754.149948     147.996315     3422.404058     382.116292     7176.554006
3853.100000     3791.042044     153.135102     3327.506623     387.870960     7118.548667
3942.800000     3845.627514     161.066620     3190.313283     396.690060     7035.940797
3947.000000     3848.245845     161.457342     3183.826455     397.122640     7032.072300
4051.800000     3915.521633     171.838223     3020.005397     408.556118     6935.527030
4082.000000     3935.638039     175.075664     2972.061516     412.099629     6907.699555
4132.800000     3970.266283     180.801439     2890.617670     418.342735     6860.883953
4286.300000     4081.529500     200.630479     2637.842704     439.749590     6719.372204
4332.100000     4116.874458     207.436000     2560.259175     447.028201     6677.133634
4380.600000     4155.505887     215.186444     2476.891038     455.279359     6632.396924
4467.200000     4227.849282     230.666828     2324.645935     471.648896     6552.495218
4589.700000     4338.640691     257.252047     2100.780938     499.459770     6439.421629
4818.700000     4580.826975     333.481338     1647.052034     577.576621     6227.879009
4991.000000     4808.712775     455.382578     1259.847498     699.069376     6068.560273
5119.200000     5023.132164     555.017240     926.793446     799.871054     5949.925610
5136.300000     5056.309142     530.095699     877.785998     776.966155     5934.095140
Ex(e+de) = a0 + a1(e+de) + a2(e+de)^2
chi-squared: 0.000007, a0 = 11.521335MeV, a1 = -1.069276, a2 = -0.001149(MeV)^-1



Helium-3:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
Ex(e+de) = a0 + a1(e+de) + a2(e+de)^2
chi-squared: 0.000007, a0 = 11.521335MeV, a1 = -1.069276, a2 = -0.001149(MeV)^-1



Alphas:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
0.000000     7395.775397     120.564871     15643.899652     491.427957     23039.675049
1332.518000     7824.558891     144.289028     13990.751045     525.215753     21815.309935
2158.640000     8127.346140     163.169026     12928.049817     550.819419     21055.395957
2284.870000     8176.563280     166.418409     12762.655560     555.131662     20939.218839
2505.766000     8264.760607     172.373771     12471.111260     562.970618     20735.871868
2626.080000     8313.951667     175.770721     12311.140946     567.406374     20625.092613
3119.700000     8524.937975     190.978012     11645.471902     586.973743     20170.409877
3124.020000     8526.853274     191.120942     11639.576039     587.155542     20166.429313
3186.020000     8554.479872     193.192621     11554.818364     589.786475     20109.298236
3194.020000     8558.063592     193.462742     11543.862535     590.128946     20101.926127
3269.380000     8592.038337     196.039451     11440.438478     593.389347     20032.476815
3318.700000     8614.487659     197.757936     11372.533474     595.557386     19987.021133
3381.000000     8643.091913     199.966082     11286.505999     598.335795     19929.597911
3393.500000     8648.864709     200.414252     11269.211074     598.898709     19918.075783
3588.100000     8740.222362     207.621745     10998.450026     607.906613     19738.672388
3619.550000     8755.255624     208.828771     10954.417937     609.407117     19709.673562
3670.710000     8779.874608     210.818466     10882.623404     611.875721     19662.498012
3700.000000     8794.062041     211.972485     10841.425514     613.304766     19635.487555
3730.670000     8808.991044     213.192703     10798.212179     614.813629     19607.203223
3736.100000     8811.642012     213.410012     10790.553448     615.082112     19602.195460
3875.000000     8880.271639     219.102972     10593.810604     622.091363     19474.082243
3887.800000     8886.676556     219.640934     10575.598342     622.751332     19462.274898
3895.000000     8890.285395     219.944554     10565.347769     623.123633     19455.633164
3925.800000     8905.772834     221.251702     10521.447631     624.725014     19427.220465
4007.900000     8947.454100     224.803356     10404.023240     629.064380     19351.477340
4020.450000     8953.877326     225.355089     10386.020879     629.736963     19339.898206
4035.000000     8961.341553     225.997729     10365.131951     630.519859     19326.473504
4039.670000     8963.741257     226.204675     10358.423359     630.771855     19322.164616
4078.540000     8983.790142     227.940162     10302.508897     632.882940     19286.299039
4116.000000     9003.240180     229.634981     10248.492193     634.940798     19251.732373
4165.410000     9029.090420     231.904668     10177.045103     637.690944     19206.135523
4191.000000     9042.567083     233.095769     10139.951884     639.131602     19182.518966
4265.130000     9081.953554     236.607935     10032.146603     643.369482     19114.100156
4294.500000     9097.703044     238.025430     9989.287564     645.075655     19086.990608
4300.000000     9100.661633     238.292552     9981.252135     645.396909     19081.913768
4319.000000     9110.904798     239.219435     9953.470440     646.510972     19064.375238
4334.700000     9119.395441     239.990167     9930.487016     647.436583     19049.882457
4341.000000     9122.809302     240.300682     9921.257475     647.809298     19044.066776
4355.700000     9130.790161     241.027994     9899.706457     648.681865     19030.496618
4399.400000     9154.642056     243.213395     9835.511379     651.300055     18990.153435
4407.450000     9159.056634     243.619812     9823.664840     651.786357     18982.721474
4450.000000     9182.499585     245.788239     9760.936996     654.377856     18943.436581
4493.440000     9206.623686     248.037735     9696.703381     657.060716     18903.327067
4535.700000     9230.280347     250.261612     9634.023892     659.707588     18864.304240
4548.800000     9237.651646     250.958224     9614.555498     660.535604     18852.207144
4579.100000     9254.771047     252.582825     9569.454749     662.464651     18824.225797
4760.500000     9359.356091     262.716708     9297.320175     674.436221     18656.676266
4768.000000     9363.759589     263.151409     9285.988175     674.947458     18649.747764
4781.000000     9371.407642     263.907968     9266.330499     675.836787     18637.738142
4800.000000     9382.620704     265.020789     9237.564413     677.143895     18620.185116
4844.200000     9408.868853     267.642605     9170.480075     680.218792     18579.348929
4849.000000     9411.733179     267.930149     9163.180856     680.555633     18574.914034
4859.000000     9417.709304     268.530996     9147.965245     681.259240     18565.674548
4958.000000     9477.522779     274.613622     8996.671826     688.363490     18474.194605
4970.000000     9484.854401     275.367910     8978.250604     689.242143     18463.105005
4985.720000     9494.485940     276.361742     8954.091319     690.399066     18448.577259
5015.100000     9512.569954     278.236759     8908.854450     692.579425     18421.424403
5048.300000     9533.136917     280.383620     8857.602430     695.072160     18390.739347
5090.000000     9559.170261     283.123273     8793.025232     698.247493     18352.195492
5106.000000     9569.219151     284.187469     8768.186536     699.479227     18337.405686
5120.000000     9578.039532     285.124655     8746.424710     700.563177     18324.464242
